review_id,text
k_swPjZERWnqRbP0Fuu5uw,"Considering the amount of rave reviews on here, I suggested our group of five celebrate a birthday at Table 17. Maybe it was an off night but I walked away with a bad first impression. So did my guests.

The dinner reservation was at 5:45 on a Saturday, so it wasn't like it was packed. Still took close to 40 mins until our cocktails arrived. 

Our server was very pleasant but the service steadily declined over the course of our 3 hour (!!!) meal. Scatterbrained service, slow bartender and even slower kitchen. It was clear the kitchen and bar were completely backed up. 

Our table was finished our bottle of wine before our mains arrived so I ordered another glass of wine so I could enjoy some with dinner. That glass arrived 20 mins after I was finished my main. Lots of apologies but little else.

That being said, the cocktails, hot balls and panna cotta were outstanding. And the space is gorgeous. However, our mains were overpriced and overcooked. We all cleaned our plates because we were starving (almost 2 hours to receive mains), but they just weren't great. The Halibut was the best of the bunch.

Considering the amount of solid restaurants in this city, I won't visit again."
-4bMAu3ygzhG2VSn6ygyow,"Booked through OpenTable a few days before, for 8pm. Zipped right in to our table.
Had the marinated olives and Diver Scallops to start...wow! The scallops were fantastic, some of the best I have had here in Toronto. I am usually not a big béarnaise fan, but found myself scraping the plate. The guanciale was a neat change too (different style of bacon).

Had the pork tenderloin wrapped in pancetta for dinner, also fantastic. Well cooked and presented. Love the square plates.
My friend had the braised short ribs, but was mildly disappointed. Found them to be very chewy. She made up for it with chamomile grappa for dessert.

The cheese plate for dessert, was a LOT of cheese! Good size hunks of Ontario Swiss, Ontario 10 year cheddar, a blue (im not a blue fan, so didnt pay attention), a something else that was kinda gouda-esque, and wonderful creamy goat cheese. Plus bread, crackers, olives, honey and apricot jam. Massive. Took a piece of cheese with me to the car!
My friend had the chocolate trio. She didnt like the darjeeling sauce on the chocolate, so that kinda disappointed dessert.

All in all, i thought it was quite good, but rare occurrence in Toronto where i had a fantastic meal, but my dinner date's was ho-hum. We agreed though that we'd give it another chance based on the scallops alone.

The service we had was fine, gentleman with a bit of a british accent was quite good and knowledgeable. Too bad others had issues, thought our guy was fine.

Reservations are definitely recommended, was quite busy."
gWxIIqLHfD0Pomiu3LilpA,"I came here for weekend brunch. We arrived around 11:30 and there was no wait, lots of free tables. It was packed by 12 or 12:30 though. 

The place is cozy and inviting. It's nice enough for a romantic dinner (NB: Sunday and Monday nights they have a $32 three-course table d'hote, and bring your own wine) but relaxed enough for families with young kids. The chicken theme (in the logo, decor) reminded me of the old Bistro Bakery Thuet. 

The brunch menu changes seasonally, so the current offerings are different from the menu on the website. I had the scrambled eggs -- smooth and fluffy with pecorino cheese and mixed peppers. It came with a green salad and warm baguette. It was filling without being too heavy or greasy. My DC had the Farmer's Breakfast, with a hard boiled egg in this deep fried batter, with an assortment of Ontario and Quebec cheeses (including a yummy Brie), pate, and tiny pickles. We shared an order of rosti, which was just right -- crisp and hearty. It's chunkier than the rosti at Le Petit Dejeuner, but not as thick as the rosti at Richtree/Movenpick. For drinks, I just had a glass of the freshly squeezed OJ. They do have $5 mimosas and caesars. DC had coffee, which was refilled diligently. 

The whole meal for 2 people came to $40 including tax and tip. Pretty reasonable for a nice place and great food. Service was friendly and attentive. 

Street parking on weekends is usually easy to find and $1.50 per hour. 

I checked-in and unlocked and offer for $36 for a ""14 oz. (!!) Heritage Beef Ribeye with hen of the woods mushrooms and mint & orange gremolata"" for my next visit."
WAzEW9fg-zy_eHE3_kRKeA,"I'll be frank: the only way we could afford this place was due to a gift certificate from a generous wedding guest. However, the food was right on the money. Good flavor; prompt service. If you have the money, go!"
VAUqyws2WuYDvV3Uahx5Ag,"We were here for brunch a few weeks back - delish !  Service was great, food was fantastic, and as a nice surprise we didn't have to wait all that long for a table.  And a good brunch can't just rely on its food for good reviews, so the answer is yes, the Ceasars were awesome.  We don't really live in the area but our visit here was really good so we'll be back."
rUnkJt8Mm4OpvXzJac9P-w,"I came here with my sisters for brunch on a Sunday so there was free street parking. (Yay!). 

The decor is nice and the tables are well spaced out. We were seated by the bar area close to the entrance. They have huge windows which are nice but get in your eyes in the day so we asked the servers to bring down the shades. 

Service was decent but not the best since the restaurant was pretty full and they only had two servers. 

The brunch menu is pretty diverse and goes beyond the typical french toast, pancakes, scrambled eggs  with sausage/bacon/ham & hash browns deal. 

I had The Sloppy Guisseppe, which is a plate of a couple fried eggs over bolognese sauce and fried polenta and fresh greens with a vinaigrette dressing.  The bolognese sauce was really meaty and thick - delicious and paired with fried eggs, you just can't go wrong. The fried polenta didn't seem ""fried"" as it wasn't crispy; not even around the edges which made the dish mushy...but then again, that's probably why it's called the ""Sloppy"" Guisseppe. I would have preferred if I had at least toasted bread on the side for a crunch or simply just a different texture (the salad wasn't enough). 
My sisters had the Pain Dore, which is french toast with cinnamon creme anglaise & berries. They liked it and thought the creme anglaise was a nice alternative to maple syrup."
eAZDknO3E_za9AIGZjIDAA,"Had a very lovely meal here on Saturday. Came at 6:30 and it wasn't busy but filled up by the time we left. The crowd was definitely older, I don't think I saw anyone under 30 in there. Decor was very woodsy and rustic. But at the end of the day, it's the food that counts!
We had...
Hot balls: lamb risotto, mushroom and fontina risotto, and a goat cheese and honey balls. You get three little timbit sized balls for 7 bucks which I thought was very reasonable. They were so delicious, I wished we had gotten the double portion after we were finished.
Polenta w/ Sausage Sugo: My affection for polenta knows no bounds so I loved every little spoonful of this. It came out on a slice of a tree trunk which allowed the polenta to slowly spread out perfectly over the dish. Polenta was creamy and had a nice umami flavour. Good liquid-to-polenta ratio made this comforting and incredibly addictive. Chef came out and laid the hot sausage meat sauce right on top of it. We loved it so much, we made it at home the next day...seriously.
Steak tartare w/ frites and salad: Delish and flavourful tartare. The frites were incredible!! Get them!

Will I be back? Yes! None of the dishes even remotely disappointed me and the service was solid."
4BEtZTKBXzska1oaB-mhAQ,"One of my favourite restaurants in the neighbourhood. Food is consistent and the service impeccable. 

The steak frites are the best in the city. Scallops, duck confit and short ribs are also regular favourites."
ny9M2uEvdrxPpIxZ0B5euw,"Literally my FAVORITE new restaurant in the northern hemisphere. I've all but given up on Toronto until finding this gem through a friend in New York who raved about it. 
Took my vegetarian children for dinner, and we had an absolutely outstanding experience. 
Everything from the friendly and funny staff, to the custom vegetarian dinner that the teens devoured, was spectacular. 
The highlights: Hot balls, Brussel Sprouts, Diver scallops, Tartare, and the pasta was so light and tender with incredible delicate flavors
Kudos.
We'll be back soon!"
elb_JjGey_SGKUyo91c8hA,"The first time I came to Table 17 was a little over a year ago. I took my grandmother and my aunt out for dinner. The moment I came to this place I was very impressed. 

Firstly, it was very conveniently located to us. Secondly, it has this very home-y feel and decor. Nothing felt overwhelming. We came on a Monday night. (To my knowledge Sunday and Monday nights Table17 offers prix fixe menu.) We all ordered different staters, steak and different desserts! However, what made me fall in love with this place is thee amazing home made olive oil. Their olive oil tasted amazingly fresh and you can't help but eat all of their fresh bread with it. Unfortunately, in multiple occasions I've asked if I could purchase a bottle and to my disappointment they do not sell their olive oil. :( 

The only thing I found about this place that did not satisfy my expectations were tht the servers are very slow and not as hospitable as other servers from my other experiences. 

Overall, I definitely recommend this place. Especially their duck confit which is amazing! 

-CL 

PS they take reservations and it gets pretty busy so be sure to make them. :)"
RNiNQyQ78zvKunbP09ChJw,"On a stormy, humid night in Leslieville, my partner and I stumbled upon this welcoming looking restaurant with the rooster out front, and it turned out quite well.

Though the category on Yelp is listed as French, I would say the food is much closer to Italian if you had to pick a cuisine.

Right off the hop the service was questionable. Benefit of the doubt moment: it was after 8 pm on a Sunday -- which in Toronto means you're lucky if anything half-decent is open at all -- and the place seemed  understaffed. 

Still, having to stand awkwardly for 10-15 min in the non-foyer, while  waiters whisked by us was not too pleasant.

And once we had a table, service continued to be spotty. Our waiter was friendly and self-effacing, calling us his ""little neglected table."" This was not inaccurate as even getting our initially requested waters (it was sweaty out!) took nearly 10 minutes, and later he left us with dessert menus for 20 minutes before coming back to see what we wanted, our appetites for anything sweet having seriously waned.

Food-wise though, things were great. We weren't terribly hungry, and so avoided the table d'hote fixed price menu going with the ""shared food"" section on the left column of the menu. It's a limited selection here, and we ordered about half of the available items, and were not disappointed. 

Rich white polenta, brought out on a wooden cutting board was accompanied by an aproned chef who ladled a ""sugo"" of veal, zucchini and fresh basil on top. It was heart-warming, subtle and delicious, as well as a generous portion for two to share.

Alongside the polenta we had two smallish ramekins. One contained ""sauce & balls"" a cheekily named but very tasty take on classic meatballs in tomato sauce. The other had what was possibly my favourite dish of the night, a simple roasted beet preparation with blue cheese. The multicoloured heirloom beets were ""al dente"" but tender and went amazingly well with the semi-melted cheese.

Wines were great as well. My glass of Rollegrosse red ($11) was smooth beyond even the menu description, and my companion's ""Anna 6"" white was very dry and very refreshing. 

In addition to the service problems, my one other issue was the post-prandial whiskey, a single malt ($13) that came in a far-too large glass (we were informed the kitchen was ""out"" of snifters...) and which I found harsh and not to my liking. But that could be a matter of taste.

Total cost of meal for two: $77 + tip.
This would increase to over $100 easily if you go with the $30 table d'hote option + drinks.

I would happily give this place another shot, hopefully on day where service was at full steam. Until then I can't give it more than three stars out of five."
v79TP4gkdC3ud0y9YjoFSA,"Food: 9.5/10
Atmosphere: 8/10 
Service: 9.5/10
Overall experience: 9/10

A lovely experience overall. Went and ordered:
- foie gras appetizer
- polenta (main #1)
- pasta special

All the food was great. You could tell it had been prepared with great care and came out piping hot.

The service was also fantastic. The server was extremely helpful in selecting a wine, and providing recommendations on the menu. We didn't feel pressured at all during the meal to hurry up or order more AKA increase the bill amount.

THE BOTTOM LINE: wonderful food, and equally as wonderful service."
y-ARDKgXj26RjFm7AhoCdg,"We went on a Travelzoo coupon and we arrived early for our 7:30 reservation. No problem, here's your table. Our server was fantastic! I can't remember his name, unfortunately. He made excellent suggestions, was very helpful, knew all the dishes, and the ingredients.
We had the Beef Carpaccio and Squid Ceviche in Gozpacho to start and were blown away by both!
 My wife was really looking forward to the lamb shank, which was not on that days' menu, so our server suggested the Venison loin. My wife had never had venison, so it took a little convincing, but she loved it.  It was probably the best venison I've ever tasted. I had the polenta with the wild boar sugo. very good. We also ordered the Roasted Jerusalem Artichokes, which were fantastic. 
The wine was very good, and dessert was excellent, Maple Panna Cotta and Sticky Toffee Pudding.
 All in all an excellent dining experience."
ndqc1YQPz3kTYbJIFORrdw,"This hidden gem is wonderfully delicious. Ordered from appetizers to entré. Everything is great. Great service, great food, great environment. Can't complain about a thing here. Even their bathrooms are sparkly clean. Heard They're moving to another location soon or renovating. Better call ahead and ask. Duck confit and their pasta in beurre sauce is mind blowing. Worth a try If you're in the area. Something different for date night."
K2BYOl6veq4_aykdrDqSYw,"We were back here this evening.  Delish!

I ordered the beef tartare - it was pretty tasty, large enough to share as beef tartare is both an acquired taste and fairly rich on it's own.  My main was the leg of lamb, it was a little well done for my liking, but the flavour was quite nice - the morel mushrooms were loaded with a burst of buttery flavour.  

My bf started with scallops, they were quite large for scallops, and quite nice, and had a white fish, not trout, maybe halibut, that was also quite delish.  I love the decor, and upon reading other reviews am super sad that I missed out on a group on!  It was wonderful anyway, and I think a great place to dine.  

We went for an early seating (a bit before 6), and I'm happy to report, that next time, I'll either go for another early seating or something later (after 9 in the evening), as it can get quite loud, and that makes it hard to hear your dining companion!"
mP2j4QGj72q5VM-teKKcgg,"Love this restaurant!!! Awesome brunch, $10 for anything on the menu. My hubby doesn't get super full off of the stuff, but I'm good with the amount. Awesome decor too!!"
WaS0TdcqyAN-T4C_N0X9RQ,We went here for Mother's Day brunch.  I had a very good egg omelette with guacamole and my wife had the French toast. Very nice intimate setting and the menu has very nice choices.  We got our son a fresh berry yogurt which I ended up eating most of it because it was so good. My son was still quite happy regardless. We will definitely be back to claim our check in deal but that is not what would bring us back. The exciting dinner menu is why we will be back soon.
vv4S6OxIfBGbLTu_qxjMVA,"We had a great time. Dinner for 4 - with a healthy amount of food (or unhealthy - depends on how you look at it).

The polenta had their ""reindeer sauce"" which consisted of venison, spices, and berries. Delicious. 

Oysters were tasty, and the braised pork was unbelievably good. No idea what they used for aromatics - but there was a hint of fennel that was incredible. 

$400 for 4 people and drinks. Not a value dinner, but enjoyable, and guarantees my return. 

Oh. Peanut Butter Panna Cotta. Order it and thank me later. Servers were hilarious, attentive, and accommodating. I just can't see anything wrong with this place."
0IeuJHDMwJxHPMMs-Bt0BA,"I left Table 17 as pleased as could be last weekend- indulging in the very reasonably priced Sunday night table d'hôte we enjoyed the scallops, salted cod, polenta, boar sausage, panna cotta and gingerbread cookies with eggnog (!) We were particularly wowed by the boar but the entire meal was fabulous.

As a big bonus the place is BYOB with no corkage fees for one or two bottles.

A couple other reviewers noted a lack of attentiveness on the part of the servers- I would contend that our experience was the complete opposite of this. The server was charming, present and exceedingly helpful. Maybe this can be racked up to visiting on an early December Sunday evening? In any case, it was exactly what I was hoping for and more."
8pDkQMl1UYO7goTuKHDaNw,"I wish I could share Avitania B.'s Groupon enthusiasm because I found this place a big let down. I too had a $50 Groupon here and was really excited to give it a try. 

At first I was concerned that this place may be too fancy and romantic for a casual dinner with a friend, but the other patrons made that problem go away fast! Picture It's 9pm and you are trying to enjoy your meal next to four tables of three super loud middle-aged women who are all gossipping and complaining about their ""first-world problems"": She only got a 1.5 karat ring... I hate it when my maid doesn't iron the cuff on my pants... blah blah blah. I honestly wanted to tell them to all shut up. This is by no means the restaurant's fault but killed the ambiance for sure.

The food itself was good but the portions are quite small. I also found the menu selection to be minimal with only 6 entrees to choose from including a super tasty but super small bowl of pasta with wild mushrooms for $18.

I found the service friendly but very slow and inattentive. At times I felt as though I might need a bell to get the waiter's attention."
kJsYjLDPMO4b65NX3-ocYQ,"This is one of my favorite restaurants in the city. I love that they aren't over-priced (not cheap either, mind you) and that they can usually manage to squeeze you in at the end of the service without a reservation (I'm a late eater.) The appetizers are where it is at here!"
VyDNI9gAjAcTnSgW_Y4OBQ,"Had dinner here once and it was ok, but the brunch was great. I had the Sloppy Giuseppe - Two sunny side eggs top a crispy, fried polenta cake, surrounded by a moat of Bolognese sauce. Awesome. I'll definitely be back for that alone."
1goCEpy95A_Vxyo-IT1Yag,"Is the food at Table 17 excellent? Yes.

Is that enough for me to give it five stars? No.

I've been twice, once for dinner and once for brunch. On both occasions my meals were delicious, fresh and expertly prepared and presented. Wine and coffee top notch also! Yet, I still left hungry, and somewhat frustrated.

Why? The portion sizes at Table 17 are just too small, even for the average appetite. Add in frankly exorbitant costs, and it becomes clear that this place just ... well, just could be so much better. My French toast for brunch was served with about five berries -not even a salad - and must have amounted to about three slices of bread in total. $10 before tax.

The dinner menu was infuriating in its unnecessary pretentiousness. It took me about five readings of the menu to actually understand what was on offer. Less of the fancy culinary jargon and arbitrary French/Italian synonyms for basic food items, please. My chicken mushroom tagliatelle was flawless as it was - was there really any need to describe it as ""Hen of the woods (is that the new word for chicken?!) hedgehog mushrooms, with tarragon beurre fondue""?! 

Again I must reiterate the pricing. Two mains, one shared side and a glass of wine came to $70. 

Thankfully, the friendly service and general lively ambiance is spared the unnecessary pretensions of the menu. And if the food continues to be mouth-wateringly delicious (and trust me, it is), then I can't see why I wouldn't return to Table 17, for a special occasion. 

This restaurant could be a true five-star establishment, if only it had bigger portions and a more down-to-earth, straightforward menu, that would allow the world-class food to speak for itself."
EGHciRl1EuEL16fXNvrFfg,"Brunchy time and we have a winner.  To start, we got a seat right away on Sunday for brunch.  I highly suggest going around 11:30 as you just miss the 12pm rush.  It is a stylish restaurant and the service was top notch.

For my meal, I had the french toast.  It was good - light and perfectly cooked.  The cinnamon anglaise tasted like melted ice cream.  There was an assortment of berries as well.  Their orange juice was freshly squeezed and we were in and out in under 45 minutes. 

Definitely will be back for another brunch extrodinaire!"
enYFb4pnwyarggyWSbCAVA,"What an experience: from the shabby-chic decor, to the wonderful service, Table 17 was an all-around treat. 

First off the ""hot balls"" ( I know, I know), were phenomenal: arancini stuffed with risotto, another with goat cheese, and finally the crab. Each came with their own dipping sauce: amaaazing.

For dinner, the lamb tenderloin with a parsnip puree was cooked to perfection, a friend ordered the steak frites (delish), the beef tartare was tender and spicy and you can't really go wrong with an arugula salad, which was fresh and tasty. The presentation of the halibut wrapped in ramps (mild leek), was a show-stopper (as was the pomegranate mojito). 

Great place for a date, for a nice celebration, or just a nice culinary experience."
dNrRyGjK9ur9UBZGMeBWyA,"Was here for my first time just last week. Loved it. It was highlighted by the Soft Shell Crab and the Hunter's Mash. Also tried my first pint of Chambly on a recommendation from the bartender. I will be hunting this beer down in other restaurants I visit. 
Also, they are very quick to respond to any questions you have via Twitter."
pTq1ez9s0SNxaSlSxLBGGg,"Bottom line: great food, cute place, fabulous dinner. Would definitely go again. On the pricier side for the neighbourhood, but nothing ridiculous. Remember to make a reservation.

Went to Table 17 for dinner last night. My dinner date and I stupidly didn't think to make a reservation at 7:15 on a Saturday night (dumb, I know). So I definitely recommend a reservation. He had been to Table 17 before, I had not. Of course there were no tables when we arrived, but the staff were more than happy to seat us at the bar, which was thankfully empty when we arrived. Usually not a fan of having a nice dinner at the bar, but the barman managed to do a good job of staying out of our face, but being attentive at the same time. Of course the seat wasn't the comfiest, but that was our fault.

Food:
The server/ bartender made sure we knew all the daily specials and even recommended a few and took our drink orders (just beer). He also brought us a basket of bread, though it almost wasn't necessary because our appetizer came quickly.

To start we shared a Buffalo Mozzarella salad (arugula) with spiced pumpkin puree and honeycomb - yum! My date wasn't too sure about the honey at first, but actually really liked it, was a nice flavour with the mozzarella. The warm pumpkin  with the cheese was my fave part - so delish. 

For my main I chose the pasta. It was capellini (I think, can't quite recall)...with gorgonzola cheese, roasted hazelnuts and I'm sure I'm forgetting a few ingredients. It was awesome - great mix of flavours and the pasta was cooked perfectly and served hot. I was skeptical about the hazelnuts at first but they were a great compliment to the gorgonzola. The portion was pretty big for this type of place, so my date had a bit of my pasta too and he also thought it was yum.

My date had the beef short ribs and said they were excellent and that the meat was falling off the bone. (As someone who does not eat beef or pork I was assured this was a good thing ha). It came with root vegetables and parsnip puree. Just as we were digging in our server brought a little bowl with extra root vegetables because the chef had suddenly realized my date didn't get enough. Once he pointed it out we realized there were only like 3 mini veggie cubes in his dish so it was nice that the staff noticed before we even did. 

We contemplated getting dessert for a minute, but were pretty stuffed. Maybe next time I'd skip the appetizer and try a dessert.

Only main downfall was sitting at the bar, it's not the comfiest to sit on a stool and it felt a bit crowded when other patrons were seated at the bar. It was also a little chilly/breezy as it's near the door and it was cold out. But that was our own fault.

Not sure what the total bill was in the end for the 2 drinks, appetizer and two mains, but our mains were around $20-25, some on the menu were a little pricier.

Overall great food, good service, cute place, fairly priced (though pricier than some of the other places in the neighbourhood). Definitely recommend."
SQrS_X4z4_HolRUZ-9rHfQ,If you want to have a more quiet place to meet up with your spouses parents for the first time - that's the place to go on a Saturday morning. Make sure to come early as they don't accept reservations for less than groups of 6!!
CWOGe1a0q-FR_ofzEt-MEQ,"We really enjoyed this place.  Food and service was excellent.  Table 17 has different and unique things to try! I highly recommend the goat cheese balls, they were fantastic!!"
F7SZgPC5chCn4DItevIJGg,"I went here for the brunch the other day in this little bistro-style restaurant in Leslieville and I have to say I was pleasantly surprised. 

The restaurant itself has a really cool decor - very minimal but rustic decor, brown paper tablecloths, quaint, romantic tables and nice, high ceilings. I couldn't get over how much personality the restaurant has, especially considering how new it is. 

And obviously its age has no affected its popularity. The place was packed at about 1 pm on a saturday. But considering how tasty the food was, I was surprised how busy it was. I ordered a mimosa and the toritilla - a sort of spanish-style dish that takes eggs, potatoes, cheese and bakes it into some quiche-type thing. It was served with a fresh tomato dip and some greens and it was absolutely delicious. I also sampled my boyfriends cheese plater, toasts with a variety of cheese and fruit, and it was also very tasty. 

Maybe it's because it's new, but the service was the one thing that didn't make this a 5 star occasion. Our waitress was slow, took forever to take our order and then forgot what we wanted. But the food was so good that it didn't ruin the experience."
bqJP8gO-f2OadqqdXFdhPw,"Great decor, great food, great drinks.
Food was really good, not a huge selection on the menu, but it was also a set menu for the night, so can't comment on the normal menu. Food was very tasty, and there was a very different selection of draft beer, all ones I hadn't heard of, but the one I tried was very good. Will definitly be going back!"
650QSmmJ_MaF4WN1V_gFZA,"""Table 17 is the rare restaurant that's both a neighbourhood hangout and a culinary destination,"" is the opening line as you land on their homepage, a quote from Toronto Life from 2013.  That's a tall order to fill and sets the standards high.

I wasn't a fan of Table 17 back then and I'm not surprised that my most recent dining experience was no different.  It satisfies the former part of the claim (being a neighbourhood hangout) but is far from being a culinary destination.

The kitchen seems to work along at its own pace which errs on the side of slow while servers try their hardest to service the two-roomed restaurant.  While I wouldn't say they're under-staffed I often found myself turning my head in all directions to flag our server down.

A meal at Table 17 errs on the side of pricey and while I have had many expensive meals in my lifetime as a food blogger; this one definitely errs on the side of overrated.

I've always lived by the mantra that if a restaurant's bread was not up to snuff that it would be an omen of the meal to follow.  Such was the case with the baguette sloppily appearing at our table; one has to ask for the communal balsamic vinegar and olive oil bottles because the servers can't be bothered to offer it.


Oysters come with a trio of condiments;  two mignonettes and the standard horseradish.

We opt for the halibut ceviche which, with its pretty plating is a disappointment as it turns out to be bland and flavorless.  The saving grace are the pea shoots, flavored with a peanut, chili and lime vinaigrette that is stellar and full-flavored.  I would happily eat a plate full of that as an appetizer.

For our mains we settle on an Ontario leg of lamb; which came deboned and served atop a bed of fava beans, roasted spring onion and butter poached black trumpet mushrooms.   Our table of 3 simultaneously shared a single thought - where's the rest of it?  To add insult to injury, the lamb was lukewarm (and the reason was in no way attributed to my occupational hazard of photographing the dish).

The Lake Erie pickerel is equally disappointing as we begin to pick at our food by this point.  The radish fennel & grapefruit ""salad"" which to me resembles more of a slaw is bland and lacking oomph.

Our dinner suddenly finds salvation in the Spaghetti Al Anatra; its texture loosely reminding me of ramen cooked to a perfect al dente as the duck confit does its magic at flavoring the dish.  The crispy duck skin is a little scant but we happily devour the noodles.

Side dishes are available à la carte and we opt for the sautéed kale.  It's nothing to write home about but gives us our daily dose of vegetables.

As with most things, what goes up must come down and in aviation-speak our dinner had a hard landing.  A dark chocolate torte that was reminiscent of a two-bite brownie drizzled in cheap store-bought chocolate sauce with some berries thrown on top.  The Panna-Colada was equally pedestrian as it loosely resembled those cheap complimentary desserts you'd get at the end of a Chinese dinner - all gelatin and not much else.

The message at the end of the day is - don't let the appearances at Table 17 fool you.  While everything looks great from the outside, the experience lacks substance.

Our meal with 2 glasses of wine and 3 coffees came just shy of $300.  Suffice it to say, this will be the last time I dine at Table 17."
cYuLXekMwyxb7bCNes-JdQ,"Stopped in right after lunch shift for a couple drinks. Bar tender was really helpful, friendly, and made for a great weekend afternoon drink. That said, they were definitely on the pricey end."
Bxxq3FoDgeyCN94P_dje_w,"Great service, the food and drinks were a miss.

Limited menu so we went with the waiter's recommendations. The hot balls we were excited to try. 1/3 made the grade. Each hot ball is something different, fried risotto, goat cheese or crab croquette with its unique dipping sauce. Loved the goat cheese and honey, the other two were okay.

POLENTA - served hot on a board with a duck confit topping, pepper and parmesan cheese. The far and away highlight of the meal. Came served on a board with a few sprigs of fresh basil and the chef served the topping at the table. Could have eaten this for dinner alone and left very impressed.

Mains were lamb striploin with a ratatouille and a steak with the bone left on. Both were disappointing. The steak was very tough and overdone. The lamb was tender but lacked flavor and the sides seemed to be leftover add-ons. 

The recommended Malbec was spot on. The decor was interesting, low lighting and some strangely heavy music detracted from the atmosphere.

Overall, I'd have to be convinced to go back. Maybe if someone promised me I could get two polenta and some wine."
fdsak3Yi-XGcD4GCeMvpOw,"I went here with a group of 4 late on a friday night at around 9:30 pm. We had a bottle of wine, foie gras, risotto, the ribeye, and a few other sides. Everything was perfect. Service was great. Prices were not cheap, but worth every bit. This is a place is good for 2 to 4 people who don't mind sharing some delicious plates and paying for quality."
rlEsmhITN6zfzHWepYuT0g,"PEI oysters with the lime-tequila sauce were great.  The menu on the website was out of date, so the bearnaise I was expecting to have with my steak frites was not available. However, the chimichurri sauce that replaced it was very good."
Xn3eG_RukBlHubUivYT85g,"Had a travelzoo voucher for this place. Went on a weeknight with my bf. waiter asked to take our coats, I paused to think if I wanted it taken and decided yes. Waiter remarks ""might as well get your money's worth, right?"". I was a little offended at the comment, I'm not going to lie to you. I am 28 year old professional but am constantly mistaken for a teenager- I think he judged us based on my ""age"" and our voucher. 

After that initial snafu his service was fairly good while he was around. He seemed genuinely interested in our opinions on the menu and food. Had the beef tar tar, which could have been better. The taste of Dijon mustard was very strong and the meat was cut up almost to mush (rather than small chunks). Waiter changed shifts while we were eating but we were never told and were made to wait a long time. 

The restaurant crowd wasn't my style either. Seemed like accomplished mid life adults who care a lot about $ and image. I prefer a more down to earth crowd (despite $ or age) and atmosphere- this could have just been the night we went (Tuesday). Food was good  but seemed slightly off mark. I expected better based on the reputation and price. 

I honestly felt like we were given the ""pretty woman"" young+poor treatment. Guess you can't tell by looking at us that we have good dual incomes and no children to eat up our $. 

Bc we had the voucher I didn't mind as much that we weren't taken seriously and that the food was lacking- we were underpaying for it anyway!

All in all the food is a lot better than most restaurants. I think my dish was possibly good but not put together with has much care on a that particular night. My mashed potatoes were absolutely fantastic. Deserts were good too, nice and light. 

I wouldn't chance going back and getting similar service while paying full price. It wouldn't be worth it."
kLMNy32I-Y0B8f6NbaO5pQ,"Rarely do I ever venture east of Yonge. It terrifies me. But when my BFF requested we go to Table 17 for her birthday, I put on my big girl pants and made my way to the East. Walking along queen, east of Broadview, I was amazed at how much has changed (I lived on Broadview and Dundas years ago and this was NOT the place to be). 

Once we arrived at Table 17 I was really impressed with the overall vibe. Warm, inviting, with minimal segregation from the kitchen to the dining area (I love seeing who's making my meal!). 

I had oysters to start and the beef tartare for my main. It was chalked full of flavour. Everyone else at the table really enjoyed their dishes as well (Some fish, some pasta... no weak meal was served). 

The server was wonderful. He had a great balance of being helpful and present at times and then absent when he wasn't needed. 

Great venue... worth making the trek across the yonge street tracks."
SbP4WoInuFF3KxY33mocOQ,"Had brunch again at Table 17 for a third time and each time it's been better and better.  Last time I had the daily quiche and it was good.  Today I have the Alsatian tart with salad and I enjoyed every bite of it.  

I'm really shocked to read all the reviews about bad service.  Having been to this restaurant six or so times now, I have never once encountered any rudeness.  Maybe I've just lucked out."
3ljuhghMnJDB_ZuGiVtRvQ,"I am reluctant to write a review for Table 17 only because I want it to be Leslieville's best kept secret! I went for brunch with my husband and a friend. For Saturday brunch at prime brunching hour, we were quickly seated. The place wasn't full like all the surrounding places so not only were we served quickly, but we were also not rushed out the door. It made a great easy Saturday morning. 

Serving staff were friendly and helpful. We loved that their bread comes from Bonjour Brioche, the best bakery east of the Don! My tart was so flaky and warm. Great sweet and savoury flavours in an appropriate portion for brunch. Everyone's plates were well-presented. 

The decor had rustic charm and we didn't feel crammed in like many small brunch spots. 

Our coffees and water were constantly refilled and I spent an easy afternoon sitting and catching up with friends. What more can you ask for to make an enjoyable and easy-going Saturday brunch? 

I would definitely return to Table 17."
_lRk2d0vsLvJNrpzn_e85w,"The only downside about this place is that somehow I've only just discovered it!

My friend and I walked in around 11:00am on a Saturday after a workout. The restaurant was reasonably busy but there was no line-up - a welcome change for weekend brunch in Leslieville/Riverdale! The interior is dark wood/brick and quite cozy. Realistically, we were a little under-dressed for the occasion but they welcomed us in any event.

My friend had a dish (whose name escapes me) but consisted of eggs served on bolognese sauce on top of polenta. I had the quiche with a tomato salad. Both were really fantastic. Brunch entrees were reasonably priced at about $10.

During our meal we saw a server walk by wih an order of frites and quickly decided we had to order them. No regrets here - crispy, salty, and delicious! At $4, totally worth it.

I would absolutely return and recommend."
