,treatment,pageviews,calls,reservations,business_id,business_type,chain,independent,treatment_chain
10771,2,683,31,39,10772,chain,1,0,2
10772,2,732,45,31,10773,chain,1,0,2
10773,2,681,39,61,10774,chain,1,0,2
10774,2,601,57,22,10775,chain,1,0,2
10775,2,686,43,57,10776,chain,1,0,2
10776,2,748,40,50,10777,chain,1,0,2
10777,2,652,50,54,10778,chain,1,0,2
10778,2,637,64,47,10779,chain,1,0,2
10779,2,693,53,49,10780,chain,1,0,2
10780,2,619,41,37,10781,chain,1,0,2
10781,2,718,64,50,10782,chain,1,0,2
10782,2,670,67,43,10783,chain,1,0,2
10783,2,719,60,48,10784,chain,1,0,2
10784,2,673,44,41,10785,chain,1,0,2
10785,2,706,44,59,10786,chain,1,0,2
10786,2,669,43,33,10787,chain,1,0,2
10787,2,820,62,78,10788,chain,1,0,2
10788,2,710,49,49,10789,chain,1,0,2
10789,2,688,43,47,10790,chain,1,0,2
10790,2,629,48,53,10791,chain,1,0,2
10791,2,697,48,30,10792,chain,1,0,2
10792,2,696,50,57,10793,chain,1,0,2
10793,2,629,44,43,10794,chain,1,0,2
10794,2,707,48,24,10795,chain,1,0,2
10795,2,696,51,35,10796,chain,1,0,2
10796,2,709,49,53,10797,chain,1,0,2
10797,2,753,56,47,10798,chain,1,0,2
10798,2,716,54,31,10799,chain,1,0,2
10799,2,725,52,55,10800,chain,1,0,2
10800,2,638,34,47,10801,chain,1,0,2
10801,2,600,37,48,10802,chain,1,0,2
10802,2,639,50,57,10803,chain,1,0,2
10803,2,769,48,47,10804,chain,1,0,2
10804,2,598,47,41,10805,chain,1,0,2
10805,2,689,62,41,10806,chain,1,0,2
10806,2,676,45,43,10807,chain,1,0,2
10807,2,640,25,45,10808,chain,1,0,2
10808,2,737,51,48,10809,chain,1,0,2
10809,2,801,59,54,10810,chain,1,0,2
10810,2,594,50,52,10811,chain,1,0,2
10811,2,738,50,54,10812,chain,1,0,2
10812,2,707,37,40,10813,chain,1,0,2
10813,2,687,47,43,10814,chain,1,0,2
10814,2,661,35,66,10815,chain,1,0,2
10815,2,661,50,54,10816,chain,1,0,2
10816,2,718,56,45,10817,chain,1,0,2
10817,2,692,45,42,10818,chain,1,0,2
10818,2,694,53,59,10819,chain,1,0,2
10819,2,721,42,56,10820,chain,1,0,2
10820,2,653,41,53,10821,chain,1,0,2
10821,2,714,54,44,10822,chain,1,0,2
10822,2,636,50,53,10823,chain,1,0,2
10823,2,649,37,39,10824,chain,1,0,2
10824,2,662,48,50,10825,chain,1,0,2
10825,2,668,55,51,10826,chain,1,0,2
10826,2,634,43,46,10827,chain,1,0,2
10827,2,649,46,51,10828,chain,1,0,2
10828,2,625,43,41,10829,chain,1,0,2
10829,2,657,65,42,10830,chain,1,0,2
10830,2,710,59,51,10831,chain,1,0,2
10831,2,594,44,38,10832,chain,1,0,2
10832,2,637,36,49,10833,chain,1,0,2
10833,2,721,44,62,10834,chain,1,0,2
10834,2,731,40,34,10835,chain,1,0,2
10835,2,686,60,52,10836,chain,1,0,2
10836,2,710,47,51,10837,chain,1,0,2
10837,2,723,63,37,10838,chain,1,0,2
10838,2,680,57,51,10839,chain,1,0,2
10839,2,704,50,47,10840,chain,1,0,2
10840,2,689,41,58,10841,chain,1,0,2
10841,2,632,42,46,10842,chain,1,0,2
10842,2,606,40,49,10843,chain,1,0,2
10843,2,636,41,45,10844,chain,1,0,2
10844,2,746,54,54,10845,chain,1,0,2
10845,2,626,40,34,10846,chain,1,0,2
10846,2,649,51,50,10847,chain,1,0,2
10847,2,727,52,47,10848,chain,1,0,2
10848,2,656,56,32,10849,chain,1,0,2
10849,2,807,41,48,10850,chain,1,0,2
10850,2,715,35,48,10851,chain,1,0,2
10851,2,769,50,54,10852,chain,1,0,2
10852,2,726,45,55,10853,chain,1,0,2
10853,2,596,38,34,10854,chain,1,0,2
10854,2,775,58,64,10855,chain,1,0,2
10855,2,678,43,40,10856,chain,1,0,2
10856,2,628,48,58,10857,chain,1,0,2
10857,2,764,55,64,10858,chain,1,0,2
10858,2,693,49,55,10859,chain,1,0,2
10859,2,677,50,60,10860,chain,1,0,2
10860,2,703,37,50,10861,chain,1,0,2
10861,2,791,59,57,10862,chain,1,0,2
10862,2,700,54,50,10863,chain,1,0,2
10863,2,699,47,56,10864,chain,1,0,2
10864,2,710,68,36,10865,chain,1,0,2
10865,2,612,27,43,10866,chain,1,0,2
10866,2,637,47,41,10867,chain,1,0,2
10867,2,741,57,45,10868,chain,1,0,2
10868,2,693,42,54,10869,chain,1,0,2
10869,2,682,52,49,10870,chain,1,0,2
10870,2,531,51,39,10871,chain,1,0,2
10871,2,703,42,46,10872,chain,1,0,2
10872,2,780,64,59,10873,chain,1,0,2
10873,2,729,50,44,10874,chain,1,0,2
10874,2,749,55,52,10875,chain,1,0,2
10875,2,772,58,54,10876,chain,1,0,2
10876,2,641,60,44,10877,chain,1,0,2
10877,2,657,49,37,10878,chain,1,0,2
10878,2,783,76,50,10879,chain,1,0,2
10879,2,711,57,52,10880,chain,1,0,2
10880,2,642,65,52,10881,chain,1,0,2
10881,2,686,37,46,10882,chain,1,0,2
10882,2,779,51,54,10883,chain,1,0,2
10883,2,589,42,52,10884,chain,1,0,2
10884,2,633,56,48,10885,chain,1,0,2
10885,2,750,53,49,10886,chain,1,0,2
10886,2,612,52,43,10887,chain,1,0,2
10887,2,702,68,44,10888,chain,1,0,2
10888,2,679,43,55,10889,chain,1,0,2
10889,2,598,29,44,10890,chain,1,0,2
10890,2,669,54,47,10891,chain,1,0,2
10891,2,696,50,64,10892,chain,1,0,2
10892,2,774,49,62,10893,chain,1,0,2
10893,2,709,38,46,10894,chain,1,0,2
10894,2,723,54,41,10895,chain,1,0,2
10895,2,644,42,36,10896,chain,1,0,2
10896,2,739,36,39,10897,chain,1,0,2
10897,2,594,50,55,10898,chain,1,0,2
10898,2,724,60,54,10899,chain,1,0,2
10899,2,701,48,54,10900,chain,1,0,2
10900,2,724,59,40,10901,chain,1,0,2
10901,2,700,47,43,10902,chain,1,0,2
10902,2,740,51,58,10903,chain,1,0,2
10903,2,700,43,70,10904,chain,1,0,2
10904,2,710,43,66,10905,chain,1,0,2
10905,2,601,49,30,10906,chain,1,0,2
10906,2,800,75,60,10907,chain,1,0,2
10907,2,583,35,35,10908,chain,1,0,2
10908,2,697,48,53,10909,chain,1,0,2
10909,2,776,54,52,10910,chain,1,0,2
10910,2,713,59,45,10911,chain,1,0,2
10911,2,829,64,52,10912,chain,1,0,2
10912,2,713,57,43,10913,chain,1,0,2
10913,2,777,54,52,10914,chain,1,0,2
10914,2,730,43,49,10915,chain,1,0,2
10915,2,637,31,37,10916,chain,1,0,2
10916,2,629,37,45,10917,chain,1,0,2
10917,2,637,49,41,10918,chain,1,0,2
10918,2,769,56,48,10919,chain,1,0,2
10919,2,727,40,54,10920,chain,1,0,2
10920,2,754,59,55,10921,chain,1,0,2
10921,2,707,41,53,10922,chain,1,0,2
10922,2,651,52,44,10923,chain,1,0,2
10923,2,686,53,49,10924,chain,1,0,2
10924,2,758,45,49,10925,chain,1,0,2
10925,2,752,38,55,10926,chain,1,0,2
10926,2,559,34,53,10927,chain,1,0,2
10927,2,736,61,44,10928,chain,1,0,2
10928,2,708,35,51,10929,chain,1,0,2
10929,2,718,52,47,10930,chain,1,0,2
10930,2,673,60,44,10931,chain,1,0,2
10931,2,744,53,45,10932,chain,1,0,2
10932,2,685,44,51,10933,chain,1,0,2
10933,2,657,38,29,10934,chain,1,0,2
10934,2,790,54,61,10935,chain,1,0,2
10935,2,774,44,57,10936,chain,1,0,2
10936,2,632,38,47,10937,chain,1,0,2
10937,2,687,46,57,10938,chain,1,0,2
10938,2,645,43,49,10939,chain,1,0,2
10939,2,668,44,42,10940,chain,1,0,2
10940,2,717,54,43,10941,chain,1,0,2
10941,2,698,47,44,10942,chain,1,0,2
10942,2,838,46,43,10943,chain,1,0,2
10943,2,744,40,62,10944,chain,1,0,2
10944,2,702,53,52,10945,chain,1,0,2
10945,2,706,48,45,10946,chain,1,0,2
10946,2,669,65,56,10947,chain,1,0,2
10947,2,633,49,38,10948,chain,1,0,2
10948,2,727,55,51,10949,chain,1,0,2
10949,2,624,51,43,10950,chain,1,0,2
10950,2,722,55,53,10951,chain,1,0,2
10951,2,616,42,43,10952,chain,1,0,2
10952,2,717,38,55,10953,chain,1,0,2
10953,2,722,61,49,10954,chain,1,0,2
10954,2,792,51,58,10955,chain,1,0,2
10955,2,748,50,62,10956,chain,1,0,2
10956,2,733,38,69,10957,chain,1,0,2
10957,2,765,43,59,10958,chain,1,0,2
10958,2,664,52,42,10959,chain,1,0,2
10959,2,750,51,53,10960,chain,1,0,2
10960,2,665,66,52,10961,chain,1,0,2
10961,2,659,52,45,10962,chain,1,0,2
10962,2,673,39,47,10963,chain,1,0,2
10963,2,661,48,50,10964,chain,1,0,2
10964,2,744,59,56,10965,chain,1,0,2
10965,2,720,43,48,10966,chain,1,0,2
10966,2,789,49,56,10967,chain,1,0,2
10967,2,684,49,44,10968,chain,1,0,2
10968,2,607,54,47,10969,chain,1,0,2
10969,2,747,45,47,10970,chain,1,0,2
10970,2,654,41,48,10971,chain,1,0,2
10971,2,602,46,50,10972,chain,1,0,2
10972,2,783,52,60,10973,chain,1,0,2
10973,2,569,36,46,10974,chain,1,0,2
10974,2,641,41,49,10975,chain,1,0,2
10975,2,699,48,39,10976,chain,1,0,2
10976,2,716,42,49,10977,chain,1,0,2
10977,2,639,55,44,10978,chain,1,0,2
10978,2,699,36,43,10979,chain,1,0,2
10979,2,723,56,52,10980,chain,1,0,2
10980,2,719,46,55,10981,chain,1,0,2
10981,2,701,50,46,10982,chain,1,0,2
10982,2,713,44,40,10983,chain,1,0,2
10983,2,774,63,51,10984,chain,1,0,2
10984,2,626,42,43,10985,chain,1,0,2
10985,2,581,39,50,10986,chain,1,0,2
10986,2,702,42,50,10987,chain,1,0,2
10987,2,470,47,37,10988,chain,1,0,2
10988,2,631,57,37,10989,chain,1,0,2
10989,2,635,50,50,10990,chain,1,0,2
10990,2,532,44,54,10991,chain,1,0,2
10991,2,658,49,57,10992,chain,1,0,2
10992,2,566,45,37,10993,chain,1,0,2
10993,2,688,39,45,10994,chain,1,0,2
10994,2,629,55,41,10995,chain,1,0,2
10995,2,673,45,47,10996,chain,1,0,2
10996,2,855,57,78,10997,chain,1,0,2
10997,2,541,35,42,10998,chain,1,0,2
10998,2,683,48,56,10999,chain,1,0,2
10999,2,666,53,57,11000,chain,1,0,2
11000,2,763,67,67,11001,chain,1,0,2
11001,2,639,42,35,11002,chain,1,0,2
11002,2,748,58,55,11003,chain,1,0,2
11003,2,554,48,54,11004,chain,1,0,2
11004,2,706,60,57,11005,chain,1,0,2
11005,2,613,51,41,11006,chain,1,0,2
11006,2,664,46,39,11007,chain,1,0,2
11007,2,774,61,70,11008,chain,1,0,2
11008,2,701,51,61,11009,chain,1,0,2
11009,2,677,45,37,11010,chain,1,0,2
11010,2,696,42,57,11011,chain,1,0,2
11011,2,704,53,45,11012,chain,1,0,2
11012,2,661,48,44,11013,chain,1,0,2
11013,2,788,46,66,11014,chain,1,0,2
11014,2,618,54,40,11015,chain,1,0,2
11015,2,695,43,48,11016,chain,1,0,2
11016,2,663,44,43,11017,chain,1,0,2
11017,2,677,51,43,11018,chain,1,0,2
11018,2,683,54,51,11019,chain,1,0,2
11019,2,607,44,40,11020,chain,1,0,2
11020,2,654,49,40,11021,chain,1,0,2
11021,2,619,47,47,11022,chain,1,0,2
11022,2,605,44,44,11023,chain,1,0,2
11023,2,722,50,67,11024,chain,1,0,2
11024,2,665,38,38,11025,chain,1,0,2
11025,2,777,53,48,11026,chain,1,0,2
11026,2,686,48,38,11027,chain,1,0,2
11027,2,743,57,63,11028,chain,1,0,2
11028,2,718,54,43,11029,chain,1,0,2
11029,2,684,42,46,11030,chain,1,0,2
11030,2,748,54,54,11031,chain,1,0,2
11031,2,617,28,55,11032,chain,1,0,2
11032,2,712,55,48,11033,chain,1,0,2
11033,2,773,49,40,11034,chain,1,0,2
11034,2,677,58,39,11035,chain,1,0,2
11035,2,709,56,54,11036,chain,1,0,2
11036,2,628,51,44,11037,chain,1,0,2
11037,2,773,49,50,11038,chain,1,0,2
11038,2,709,48,54,11039,chain,1,0,2
11039,2,550,33,23,11040,chain,1,0,2
11040,2,687,48,46,11041,chain,1,0,2
11041,2,771,40,35,11042,chain,1,0,2
11042,2,662,34,47,11043,chain,1,0,2
11043,2,748,48,56,11044,chain,1,0,2
11044,2,716,56,58,11045,chain,1,0,2
11045,2,795,59,59,11046,chain,1,0,2
11046,2,755,48,60,11047,chain,1,0,2
11047,2,695,52,54,11048,chain,1,0,2
11048,2,647,53,57,11049,chain,1,0,2
11049,2,673,45,48,11050,chain,1,0,2
11050,2,626,60,38,11051,chain,1,0,2
11051,2,758,57,41,11052,chain,1,0,2
11052,2,575,23,46,11053,chain,1,0,2
11053,2,759,59,66,11054,chain,1,0,2
11054,2,552,44,29,11055,chain,1,0,2
11055,2,675,48,52,11056,chain,1,0,2
11056,2,755,36,51,11057,chain,1,0,2
11057,2,704,43,41,11058,chain,1,0,2
11058,2,671,48,47,11059,chain,1,0,2
11059,2,706,48,44,11060,chain,1,0,2
11060,2,597,43,46,11061,chain,1,0,2
11061,2,822,43,55,11062,chain,1,0,2
11062,2,668,53,58,11063,chain,1,0,2
11063,2,624,51,53,11064,chain,1,0,2
11064,2,631,44,48,11065,chain,1,0,2
11065,2,710,53,53,11066,chain,1,0,2
11066,2,706,56,49,11067,chain,1,0,2
11067,2,767,47,46,11068,chain,1,0,2
11068,2,588,47,51,11069,chain,1,0,2
11069,2,700,33,41,11070,chain,1,0,2
11070,2,795,58,47,11071,chain,1,0,2
11071,2,680,39,47,11072,chain,1,0,2
11072,2,560,32,34,11073,chain,1,0,2
11073,2,730,52,61,11074,chain,1,0,2
11074,2,627,41,50,11075,chain,1,0,2
11075,2,714,55,51,11076,chain,1,0,2
11076,2,752,58,58,11077,chain,1,0,2
11077,2,779,49,55,11078,chain,1,0,2
11078,2,752,36,53,11079,chain,1,0,2
11079,2,649,30,39,11080,chain,1,0,2
11080,2,638,45,49,11081,chain,1,0,2
11081,2,676,54,64,11082,chain,1,0,2
11082,2,694,56,46,11083,chain,1,0,2
11083,2,703,49,44,11084,chain,1,0,2
11084,2,624,36,49,11085,chain,1,0,2
11085,2,663,61,50,11086,chain,1,0,2
11086,2,635,35,29,11087,chain,1,0,2
11087,2,657,47,51,11088,chain,1,0,2
11088,2,655,61,58,11089,chain,1,0,2
11089,2,725,52,53,11090,chain,1,0,2
11090,2,724,51,43,11091,chain,1,0,2
11091,2,596,33,43,11092,chain,1,0,2
11092,2,695,51,43,11093,chain,1,0,2
11093,2,676,48,49,11094,chain,1,0,2
11094,2,597,49,60,11095,chain,1,0,2
11095,2,737,41,40,11096,chain,1,0,2
11096,2,737,41,49,11097,chain,1,0,2
11097,2,793,54,43,11098,chain,1,0,2
11098,2,611,45,53,11099,chain,1,0,2
11099,2,711,47,39,11100,chain,1,0,2
11100,2,620,39,53,11101,chain,1,0,2
11101,2,745,52,52,11102,chain,1,0,2
11102,2,733,60,47,11103,chain,1,0,2
11103,2,705,47,53,11104,chain,1,0,2
11104,2,618,44,38,11105,chain,1,0,2
11105,2,678,45,46,11106,chain,1,0,2
11106,2,775,34,53,11107,chain,1,0,2
11107,2,706,45,50,11108,chain,1,0,2
11108,2,765,38,38,11109,chain,1,0,2
11109,2,664,40,47,11110,chain,1,0,2
11110,2,699,54,51,11111,chain,1,0,2
11111,2,695,45,47,11112,chain,1,0,2
11112,2,767,58,59,11113,chain,1,0,2
11113,2,624,39,46,11114,chain,1,0,2
11114,2,647,49,45,11115,chain,1,0,2
11115,2,633,49,51,11116,chain,1,0,2
11116,2,714,40,39,11117,chain,1,0,2
11117,2,557,42,42,11118,chain,1,0,2
11118,2,764,44,49,11119,chain,1,0,2
11119,2,672,62,48,11120,chain,1,0,2
11120,2,740,41,49,11121,chain,1,0,2
11121,2,808,62,66,11122,chain,1,0,2
11122,2,725,51,60,11123,chain,1,0,2
11123,2,769,58,41,11124,chain,1,0,2
11124,2,588,31,44,11125,chain,1,0,2
11125,2,597,48,51,11126,chain,1,0,2
11126,2,640,38,44,11127,chain,1,0,2
11127,2,689,39,44,11128,chain,1,0,2
11128,2,715,43,51,11129,chain,1,0,2
11129,2,727,56,47,11130,chain,1,0,2
11130,2,657,48,45,11131,chain,1,0,2
11131,2,672,48,35,11132,chain,1,0,2
11132,2,670,58,38,11133,chain,1,0,2
11133,2,677,52,35,11134,chain,1,0,2
11134,2,632,49,44,11135,chain,1,0,2
11135,2,659,49,48,11136,chain,1,0,2
11136,2,778,49,58,11137,chain,1,0,2
11137,2,702,42,48,11138,chain,1,0,2
11138,2,753,51,70,11139,chain,1,0,2
11139,2,771,51,64,11140,chain,1,0,2
11140,2,649,39,40,11141,chain,1,0,2
11141,2,647,36,37,11142,chain,1,0,2
11142,2,789,63,59,11143,chain,1,0,2
11143,2,641,43,42,11144,chain,1,0,2
11144,2,666,45,37,11145,chain,1,0,2
11145,2,696,33,53,11146,chain,1,0,2
11146,2,678,41,42,11147,chain,1,0,2
11147,2,632,19,37,11148,chain,1,0,2
11148,2,638,61,49,11149,chain,1,0,2
11149,2,741,52,51,11150,chain,1,0,2
11150,2,673,63,60,11151,chain,1,0,2
11151,2,779,58,65,11152,chain,1,0,2
11152,2,687,39,31,11153,chain,1,0,2
11153,2,606,43,30,11154,chain,1,0,2
11154,2,592,51,41,11155,chain,1,0,2
11155,2,713,34,47,11156,chain,1,0,2
11156,2,731,64,51,11157,chain,1,0,2
11157,2,694,36,46,11158,chain,1,0,2
11158,2,839,66,61,11159,chain,1,0,2
11159,2,700,60,48,11160,chain,1,0,2
11160,2,720,55,56,11161,chain,1,0,2
11161,2,538,66,43,11162,chain,1,0,2
11162,2,667,53,46,11163,chain,1,0,2
11163,2,570,56,54,11164,chain,1,0,2
11164,2,740,47,55,11165,chain,1,0,2
11165,2,638,42,46,11166,chain,1,0,2
11166,2,692,53,52,11167,chain,1,0,2
11167,2,650,34,57,11168,chain,1,0,2
11168,2,606,54,35,11169,chain,1,0,2
11169,2,760,53,59,11170,chain,1,0,2
11170,2,620,48,55,11171,chain,1,0,2
11171,2,693,63,55,11172,chain,1,0,2
11172,2,706,54,40,11173,chain,1,0,2
11173,2,725,45,53,11174,chain,1,0,2
11174,2,738,56,42,11175,chain,1,0,2
11175,2,691,50,51,11176,chain,1,0,2
11176,2,733,51,37,11177,chain,1,0,2
11177,2,579,44,45,11178,chain,1,0,2
11178,2,652,39,40,11179,chain,1,0,2
11179,2,658,41,34,11180,chain,1,0,2
11180,2,663,51,49,11181,chain,1,0,2
11181,2,618,41,52,11182,chain,1,0,2
11182,2,669,64,51,11183,chain,1,0,2
11183,2,644,46,57,11184,chain,1,0,2
11184,2,680,61,48,11185,chain,1,0,2
11185,2,650,45,50,11186,chain,1,0,2
11186,2,626,49,38,11187,chain,1,0,2
11187,2,669,45,36,11188,chain,1,0,2
11188,2,742,50,46,11189,chain,1,0,2
11189,2,646,40,35,11190,chain,1,0,2
11190,2,680,36,63,11191,chain,1,0,2
11191,2,755,43,49,11192,chain,1,0,2
11192,2,577,32,39,11193,chain,1,0,2
11193,2,631,31,30,11194,chain,1,0,2
11194,2,758,43,46,11195,chain,1,0,2
11195,2,758,43,58,11196,chain,1,0,2
11196,2,697,45,26,11197,chain,1,0,2
11197,2,737,53,47,11198,chain,1,0,2
11198,2,580,50,32,11199,chain,1,0,2
11199,2,770,56,67,11200,chain,1,0,2
11200,2,691,52,43,11201,chain,1,0,2
11201,2,800,52,52,11202,chain,1,0,2
11202,2,700,49,53,11203,chain,1,0,2
11203,2,687,41,36,11204,chain,1,0,2
11204,2,679,51,46,11205,chain,1,0,2
11205,2,694,49,46,11206,chain,1,0,2
11206,2,628,47,47,11207,chain,1,0,2
11207,2,720,43,49,11208,chain,1,0,2
11208,2,771,53,53,11209,chain,1,0,2
11209,2,613,58,33,11210,chain,1,0,2
11210,2,688,50,47,11211,chain,1,0,2
11211,2,710,58,55,11212,chain,1,0,2
11212,2,627,40,37,11213,chain,1,0,2
11213,2,708,62,43,11214,chain,1,0,2
11214,2,750,48,47,11215,chain,1,0,2
11215,2,644,36,43,11216,chain,1,0,2
11216,2,679,42,48,11217,chain,1,0,2
11217,2,674,49,54,11218,chain,1,0,2
11218,2,723,51,37,11219,chain,1,0,2
11219,2,769,50,51,11220,chain,1,0,2
11220,2,604,37,44,11221,chain,1,0,2
11221,2,766,54,56,11222,chain,1,0,2
11222,2,652,43,46,11223,chain,1,0,2
11223,2,708,39,53,11224,chain,1,0,2
11224,2,818,59,46,11225,chain,1,0,2
11225,2,678,35,49,11226,chain,1,0,2
11226,2,793,47,54,11227,chain,1,0,2
11227,2,649,45,46,11228,chain,1,0,2
11228,2,614,48,41,11229,chain,1,0,2
11229,2,642,38,42,11230,chain,1,0,2
11230,2,674,63,47,11231,chain,1,0,2
11231,2,744,54,57,11232,chain,1,0,2
11232,2,678,49,43,11233,chain,1,0,2
11233,2,745,49,40,11234,chain,1,0,2
11234,2,785,71,58,11235,chain,1,0,2
11235,2,740,50,60,11236,chain,1,0,2
11236,2,711,51,58,11237,chain,1,0,2
11237,2,673,59,53,11238,chain,1,0,2
11238,2,681,43,68,11239,chain,1,0,2
11239,2,678,41,55,11240,chain,1,0,2
11240,2,655,53,46,11241,chain,1,0,2
11241,2,863,55,57,11242,chain,1,0,2
11242,2,734,59,46,11243,chain,1,0,2
11243,2,656,56,35,11244,chain,1,0,2
11244,2,680,57,46,11245,chain,1,0,2
11245,2,694,69,45,11246,chain,1,0,2
11246,2,597,48,34,11247,chain,1,0,2
11247,2,726,55,53,11248,chain,1,0,2
11248,2,790,55,46,11249,chain,1,0,2
11249,2,670,53,64,11250,chain,1,0,2
11250,2,715,63,38,11251,chain,1,0,2
11251,2,742,60,49,11252,chain,1,0,2
11252,2,668,38,57,11253,chain,1,0,2
11253,2,632,43,47,11254,chain,1,0,2
11254,2,739,35,45,11255,chain,1,0,2
11255,2,795,44,63,11256,chain,1,0,2
11256,2,715,39,52,11257,chain,1,0,2
11257,2,721,56,47,11258,chain,1,0,2
11258,2,767,54,58,11259,chain,1,0,2
11259,2,791,60,57,11260,chain,1,0,2
11260,2,626,24,51,11261,chain,1,0,2
11261,2,798,67,37,11262,chain,1,0,2
11262,2,673,44,48,11263,chain,1,0,2
11263,2,749,47,50,11264,chain,1,0,2
11264,2,590,44,31,11265,chain,1,0,2
11265,2,727,48,42,11266,chain,1,0,2
11266,2,685,52,44,11267,chain,1,0,2
11267,2,686,37,54,11268,chain,1,0,2
11268,2,734,53,43,11269,chain,1,0,2
11269,2,761,47,43,11270,chain,1,0,2
11270,2,681,62,62,11271,chain,1,0,2
11271,2,610,50,32,11272,chain,1,0,2
11272,2,768,38,62,11273,chain,1,0,2
11273,2,683,47,46,11274,chain,1,0,2
11274,2,750,44,50,11275,chain,1,0,2
11275,2,674,40,40,11276,chain,1,0,2
11276,2,651,40,53,11277,chain,1,0,2
11277,2,715,53,50,11278,chain,1,0,2
11278,2,700,55,50,11279,chain,1,0,2
11279,2,756,53,47,11280,chain,1,0,2
11280,2,612,46,28,11281,chain,1,0,2
11281,2,640,46,46,11282,chain,1,0,2
11282,2,757,65,54,11283,chain,1,0,2
11283,2,649,54,42,11284,chain,1,0,2
11284,2,755,44,51,11285,chain,1,0,2
11285,2,895,57,79,11286,chain,1,0,2
11286,2,638,57,32,11287,chain,1,0,2
11287,2,678,62,54,11288,chain,1,0,2
11288,2,687,41,46,11289,chain,1,0,2
11289,2,694,53,59,11290,chain,1,0,2
11290,2,655,50,40,11291,chain,1,0,2
11291,2,673,52,42,11292,chain,1,0,2
11292,2,640,42,52,11293,chain,1,0,2
11293,2,715,58,36,11294,chain,1,0,2
11294,2,524,35,40,11295,chain,1,0,2
11295,2,587,59,33,11296,chain,1,0,2
11296,2,815,54,60,11297,chain,1,0,2
11297,2,739,59,55,11298,chain,1,0,2
11298,2,698,48,58,11299,chain,1,0,2
11299,2,617,40,44,11300,chain,1,0,2
11300,2,748,40,57,11301,chain,1,0,2
11301,2,687,29,39,11302,chain,1,0,2
11302,2,670,43,55,11303,chain,1,0,2
11303,2,647,47,58,11304,chain,1,0,2
11304,2,690,43,44,11305,chain,1,0,2
11305,2,647,38,56,11306,chain,1,0,2
11306,2,614,40,52,11307,chain,1,0,2
11307,2,778,54,53,11308,chain,1,0,2
11308,2,721,50,48,11309,chain,1,0,2
11309,2,735,61,48,11310,chain,1,0,2
11310,2,638,49,47,11311,chain,1,0,2
11311,2,706,60,48,11312,chain,1,0,2
11312,2,691,54,50,11313,chain,1,0,2
11313,2,577,56,66,11314,chain,1,0,2
11314,2,686,55,65,11315,chain,1,0,2
11315,2,711,50,55,11316,chain,1,0,2
11316,2,761,61,46,11317,chain,1,0,2
11317,2,779,55,62,11318,chain,1,0,2
11318,2,652,45,48,11319,chain,1,0,2
11319,2,724,48,34,11320,chain,1,0,2
11320,2,690,64,58,11321,chain,1,0,2
11321,2,630,48,25,11322,chain,1,0,2
11322,2,770,58,65,11323,chain,1,0,2
11323,2,718,50,38,11324,chain,1,0,2
11324,2,661,40,56,11325,chain,1,0,2
11325,2,716,46,48,11326,chain,1,0,2
11326,2,669,54,47,11327,chain,1,0,2
11327,2,664,37,40,11328,chain,1,0,2
11328,2,688,48,49,11329,chain,1,0,2
11329,2,677,40,47,11330,chain,1,0,2
11330,2,718,39,59,11331,chain,1,0,2
11331,2,673,55,42,11332,chain,1,0,2
11332,2,704,58,58,11333,chain,1,0,2
11333,2,663,47,34,11334,chain,1,0,2
11334,2,676,37,47,11335,chain,1,0,2
11335,2,684,44,48,11336,chain,1,0,2
11336,2,652,36,48,11337,chain,1,0,2
11337,2,666,45,48,11338,chain,1,0,2
11338,2,657,36,55,11339,chain,1,0,2
11339,2,586,37,44,11340,chain,1,0,2
11340,2,651,56,56,11341,chain,1,0,2
11341,2,763,65,54,11342,chain,1,0,2
11342,2,814,53,64,11343,chain,1,0,2
11343,2,706,49,51,11344,chain,1,0,2
11344,2,730,47,20,11345,chain,1,0,2
11345,2,798,51,60,11346,chain,1,0,2
11346,2,788,50,50,11347,chain,1,0,2
11347,2,665,61,53,11348,chain,1,0,2
11348,2,728,58,49,11349,chain,1,0,2
11349,2,762,54,37,11350,chain,1,0,2
11350,2,750,47,67,11351,chain,1,0,2
11351,2,725,60,46,11352,chain,1,0,2
11352,2,666,51,58,11353,chain,1,0,2
11353,2,735,60,48,11354,chain,1,0,2
11354,2,780,57,62,11355,chain,1,0,2
11355,2,702,37,43,11356,chain,1,0,2
11356,2,742,62,57,11357,chain,1,0,2
11357,2,747,53,54,11358,chain,1,0,2
11358,2,784,50,66,11359,chain,1,0,2
11359,2,603,51,38,11360,chain,1,0,2
11360,2,702,63,55,11361,chain,1,0,2
11361,2,711,45,48,11362,chain,1,0,2
11362,2,728,56,57,11363,chain,1,0,2
11363,2,835,67,55,11364,chain,1,0,2
11364,2,646,43,31,11365,chain,1,0,2
11365,2,747,54,57,11366,chain,1,0,2
11366,2,730,39,55,11367,chain,1,0,2
11367,2,677,64,34,11368,chain,1,0,2
11368,2,730,62,48,11369,chain,1,0,2
11369,2,655,40,33,11370,chain,1,0,2
11370,2,664,44,58,11371,chain,1,0,2
11371,2,677,49,32,11372,chain,1,0,2
11372,2,619,48,44,11373,chain,1,0,2
11373,2,707,52,45,11374,chain,1,0,2
11374,2,765,36,49,11375,chain,1,0,2
11375,2,684,56,49,11376,chain,1,0,2
11376,2,765,55,52,11377,chain,1,0,2
11377,2,707,44,40,11378,chain,1,0,2
