age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn
18,52,31,1,2,3,0,61,0,46,3,0
18,19,19,0,0,0,0,4,0,0,31,0
18,164,4,0,0,0,0,22,2,32,4,0
18,128,12,0,0,0,0,1,1,11,1,0
17,0,0,0,0,0,0,0,0,4,30,1
18,96,0,0,0,0,0,0,0,33,18,0
18,186,80,1,1,3,0,126,1,96,0,0
7,3,0,0,1,0,3,4,0,0,5,0
18,183,4,0,3,0,3,14,0,"1,596.00",6,0
18,130,8,0,0,0,0,7,1,"1,445.00",0,0
18,5,1,0,0,0,0,0,0,0,31,0
18,140,32,0,0,0,0,17,1,"1,458.00",0,0
18,122,19,0,0,0,0,1,0,51,3,0
15,159,11,0,0,0,0,11,1,51,4,0
18,192,1,5,0,2.8,0.2,24,1,563,0,0
18,151,9,1,2,3,0,9,1,589,1,0
18,89,17,1,1,3,3,0,2,13,9,0
18,157,26,0,0,0,0,10,0,"2,364.00",0,0
11,207,5,1,1,2,2,16,2,111,0,0
18,72,14,0,0,0,0,15,3,"2,005.00",7,0
18,106,0,0,2,0,3,2,0,788,2,0
1,0,0,0,0,0,0,0,0,0,0,0
16,93,4,0,0,0,0,12,3,62,0,0
15,129,45,0,0,0,0,62,1,501,0,1
18,158,3,1,1,3,3,7,5,42,2,0
18,75,1,0,0,0,0,5,0,12,2,0
18,147,3,0,0,0,0,2,2,13,2,0
19,201,7,1,2,3,0,22,3,237,0,0
18,93,12,0,0,0,0,5,2,210,0,0
17,97,71,0,0,0,0,8,1,864,31,0
18,15,5,0,0,0,0,4,0,20,31,0
17,32,36,0,0,0,0,1,0,13,8,0
17,96,1,0,0,0,0,0,0,7,31,0
18,38,11,0,0,0,0,0,0,15,31,0
18,135,1,0,2,0,3,5,1,30,0,0
18,0,0,0,0,0,0,0,0,517,31,1
18,106,1,0,0,0,0,3,0,102,23,0
18,173,10,0,3,0,3,0,5,190,1,0
14,206,2,1,1,3,3,96,0,936,1,0
18,209,63,1,1,3,3,90,6,122,1,0
18,138,1,0,3,0,3,52,0,249,2,0
18,147,11,1,1,3,3,0,1,382,1,0
18,185,2,0,0,0,0,28,2,18,1,0
18,78,36,0,0,0,0,41,1,22,1,0
18,72,9,0,0,0,0,4,0,21,41,0
17,129,37,0,0,0,0,42,2,131,1,0
18,3,87,0,0,0,0,10,1,9,1,0
17,182,14,0,1,0,3,0,3,46,0,0
18,150,3,1,1,4,4,3,0,152,1,0
18,119,17,3,1,3,0,10,6,30,2,0
18,114,37,0,0,0,0,9,2,147,0,0
18,146,1,0,0,0,0,1,0,75,2,0
8,67,0,1,1,3,3,11,0,12,3,0
18,115,45,0,0,0,0,18,1,149,0,0
17,48,58,2,2,3,3,58,2,62,13,0
18,112,16,0,0,0,0,103,1,46,1,0
17,46,21,0,0,0,0,7,0,15,26,0
17,104,2,0,0,0,0,3,0,20,4,1
15,183,3,1,4,3,0,16,3,"3,976.00",0,0
18,152,4,0,0,0,0,32,3,211,7,0
13,99,4,0,0,0,0,8,0,195,9,0
13,143,16,0,1,0,3,31,0,55,0,0
18,73,49,0,0,0,0,8,0,29,31,0
18,149,0,1,1,3,3,54,0,278,0,0
16,182,15,0,10,0,3,38,5,254,0,0
18,0,0,0,0,0,0,0,0,0,31,0
18,45,45,0,0,0,0,4,1,5,31,0
18,180,5,0,2,0,2.5,29,1,"1,519.00",2,0
10,64,6,0,0,0,0,10,0,45,24,0
18,88,49,0,0,0,0,3,3,36,6,0
18,173,8,2,0,3,0,11,0,260,0,0
17,178,6,1,0,3,0,20,5,"5,493.00",0,0
7,60,49,0,0,0,0,3,3,0,3,0
17,203,11,3,3,3,3,32,1,132,0,0
18,110,5,11,7,3,0,12,0,1,5,0
16,169,1,0,0,0,0,19,2,77,0,0
16,127,37,1,1,3,0,12,1,25,2,0
5,50,2,3,0,3,0.3,9,1,6,20,0
15,21,1,0,0,0,0,0,0,18,31,0
17,142,0,1,1,3,0,0,1,29,2,0
11,185,63,3,3,3,3,104,1,8,2,0
18,153,1,0,0,0,0,19,0,96,4,0
18,161,1,0,0,0,0,2,0,174,3,0
18,105,0,0,1,0,3,3,0,26,1,0
14,152,19,1,0,3,0,22,36,25,0,0
17,43,2,0,0,0,0,0,0,36,31,0
18,235,15,5,5,2.8,2.8,149,1,263,0,0
18,231,11,2,2,3,3,30,1,218,6,0
18,2,42,0,0,0,0,1,0,1,27,0
18,0,0,0,0,0,0,0,0,0,31,0
17,172,3,4,3,3,0,96,1,141,0,0
18,175,29,4,3,3,0,1,1,199,2,0
16,181,3,0,0,0,0,10,0,59,0,0
12,100,30,0,0,0,0,17,0,47,1,0
17,179,5,2,1,3,0,48,6,"4,749.00",1,0
17,23,10,0,0,0,0,1,0,0,8,0
18,55,0,0,0,0,0,9,0,1,1,0
15,82,30,1,0,3,0,2,1,22,1,0
14,183,6,7,4,3,0,56,11,518,0,0
18,190,40,6,3,3,0,6,0,147,0,0
22,207,1,2,1,2.5,1.5,52,1,906,0,0
16,74,3,0,0,0,0,8,0,823,33,0
18,161,0,0,0,0,0,31,0,1,0,0
18,142,1,2,2,3,3,12,4,14,4,0
18,28,16,0,0,0,0,6,0,3,2,0
17,186,16,3,3,3,0,14,1,75,0,0
14,153,46,1,0,3,0,3,1,324,4,0
17,130,27,0,0,0,0,9,2,4,4,0
14,87,28,0,0,0,0,6,0,89,2,0
16,64,33,0,0,0,0,4,0,4,31,0
15,145,52,7,6,3,0,30,2,105,2,0
18,36,39,0,0,0,0,20,0,0,1,0
17,0,39,3,2,3,0,22,1,0,25,1
18,182,0,2,0,3,0,5,1,32,0,1
18,147,18,0,0,0,0,15,1,21,1,0
17,191,19,3,2,3,0,44,1,69,0,0
18,72,1,2,2,3,3,2,0,102,31,0
14,167,21,0,0,0,0,56,0,45,0,0
18,203,4,1,2,2,1,9,3,"1,218.00",0,0
17,183,1,0,0,0,0,35,1,181,0,0
18,45,45,2,2,3,3,56,0,4,31,0
17,117,2,0,1,0,3,4,0,31,4,0
14,77,11,0,0,0,0,13,1,80,0,0
18,130,15,1,1,3,3,62,0,"13,594.00",3,0
18,25,23,0,0,0,0,2,0,2,31,0
5,125,57,2,0,3,0,30,2,1,5,0
10,146,7,0,0,0,0,53,5,1,1,0
18,132,30,0,0,0,0,12,6,391,0,1
18,194,17,0,0,0,0,40,2,167,4,0
17,144,23,1,1,3,3,11,1,476,1,0
18,76,10,0,0,0,0,1,0,131,2,0
16,5,5,0,0,0,0,2,0,0,31,1
11,15,15,0,0,0,0,2,0,0,31,0
18,132,2,0,1,0,3,4,0,142,31,0
9,39,4,0,0,0,0,12,0,0,0,0
16,116,9,1,1,3,3,1,1,13,4,1
15,94,49,0,6,0,3,8,2,178,0,0
16,69,33,0,0,0,0,4,0,41,14,0
17,66,15,0,0,0,0,28,0,36,18,0
17,27,25,0,0,0,0,2,0,1,31,0
18,0,36,0,0,0,0,6,0,0,4,0
13,193,24,1,1,3,3,2,1,"3,944.00",1,0
13,22,37,0,0,0,0,0,1,"2,917.00",31,0
17,131,1,0,0,0,0,7,0,97,8,0
17,2,1,0,0,0,0,0,0,0,61,1
18,201,11,0,0,0,0,10,3,"1,079.00",0,0
17,96,0,0,1,0,3,4,0,50,18,0
17,54,1,0,0,0,0,7,0,3,1,0
14,0,0,0,0,0,0,4,0,0,4,0
17,72,4,0,2,0,2.5,3,0,492,12,0
6,170,53,2,1,3,0,32,2,2,1,0
16,73,16,0,0,0,0,0,0,196,31,1
17,36,16,0,0,0,0,24,0,39,2,0
18,110,20,0,0,0,0,11,0,116,0,0
16,152,27,6,6,3,3,17,1,"1,302.00",2,0
16,96,38,0,1,0,3,12,2,19,1,0
18,96,12,1,1,3,3,2,4,27,1,0
14,208,20,1,1,3,3,296,1,556,0,0
15,151,12,0,2,0,3,22,3,199,0,0
16,108,3,0,0,0,0,18,2,16,2,0
18,99,8,0,0,0,0,16,0,8,23,0
2,0,0,0,0,0,0,0,0,0,0,0
18,6,26,0,0,0,0,2,0,225,10,0
18,2,1,0,0,0,0,0,0,28,31,0
17,142,7,1,1,3,3,39,1,56,0,0
18,0,23,0,0,0,0,0,0,14,31,0
12,117,14,0,0,0,0,7,0,12,0,1
18,26,11,0,1,0,3,17,0,6,7,0
16,20,41,0,0,0,0,2,0,675,53,1
17,52,35,0,0,0,0,0,0,14,31,0
17,98,6,0,0,0,0,16,0,924,4,0
8,166,2,6,2,2.8,0.5,3,0,254,1,0
17,119,15,8,8,3,3,8,1,240,0,0
17,130,10,0,0,0,0,2,0,424,3,0
15,84,4,0,0,0,0,21,4,0,2,0
17,147,12,4,4,3,3,23,0,0,0,0
16,83,8,0,0,0,0,5,2,0,0,0
17,148,16,0,0,0,0,21,2,119,3,0
17,0,0,0,0,0,0,0,0,0,31,0
17,73,59,0,0,0,0,7,3,58,1,0
17,157,24,0,0,0,0,4,1,126,2,0
17,31,27,0,0,0,0,2,0,157,11,1
17,180,2,0,0,0,0,6,2,0,1,0
17,0,0,0,0,0,0,0,0,0,31,1
14,67,65,0,0,0,0,4,0,73,31,0
17,137,18,0,0,0,0,6,0,353,3,0
12,145,15,0,2,0,3.5,24,0,136,3,0
17,197,21,1,1,3,3,33,1,5,3,0
17,229,1,2,1,3,0,64,1,240,0,0
16,56,56,0,0,0,0,2,0,24,31,0
17,160,20,0,0,0,0,10,5,92,0,0
17,100,77,1,1,3,3,2,2,53,15,0
17,140,58,3,1,3,0,30,2,22,3,0
15,105,5,1,0,3,0,34,0,191,3,0
17,159,10,0,0,0,0,8,0,"1,426.00",0,0
13,125,9,0,0,0,0,8,0,17,1,0
15,165,11,0,0,0,0,98,1,110,2,1
12,130,50,2,2,3.5,3.5,35,1,556,2,0
16,85,15,0,0,0,0,3,0,1,15,0
17,125,2,0,0,0,0,23,0,38,2,0
17,83,1,2,1,3,0,12,0,151,10,0
12,47,15,0,0,0,0,18,0,53,13,0
16,178,1,0,0,0,0,4,2,891,1,0
17,157,12,0,0,0,0,25,1,23,6,0
17,162,35,2,1,3,0,22,1,"2,411.00",2,0
14,57,1,0,0,0,0,15,1,7,3,0
16,41,61,0,0,0,0,0,0,92,14,0
4,60,48,0,0,0,0,13,2,233,5,0
17,125,18,0,0,0,0,23,1,26,0,0
17,174,11,0,0,0,0,21,1,11,3,0
17,169,9,0,0,0,0,32,2,76,0,0
17,111,21,0,0,0,0,18,1,20,4,0
15,184,4,3,2,3,0,14,3,"1,139.00",1,0
17,119,64,0,0,0,0,4,4,199,31,0
17,95,10,1,1,3,3,65,0,5,0,0
14,107,10,0,0,0,0,7,0,0,10,0
17,128,1,0,0,0,0,17,0,320,0,0
17,118,38,3,3,3,3,11,1,146,15,0
17,212,2,0,1,0,3,51,2,"2,420.00",2,0
11,174,28,2,2,3,0,41,2,736,0,0
17,108,1,0,0,0,0,1,0,41,18,0
17,214,13,1,8,2,0.5,2,4,577,1,0
16,128,3,0,0,0,0,8,2,50,6,0
17,101,1,1,1,3,3,60,0,90,31,0
14,67,24,0,0,0,0,4,0,14,2,0
17,22,30,0,0,0,0,10,0,11,0,0
16,93,46,0,0,0,0,22,1,61,10,1
16,132,71,0,0,0,0,1,1,"1,209.00",0,1
13,131,11,0,1,0,3,3,1,60,5,0
16,187,47,0,0,0,0,16,1,342,1,0
17,92,0,0,0,0,0,1,0,133,0,0
16,139,1,0,2,0,3,29,0,13,1,0
12,0,0,0,0,0,0,0,0,0,31,1
17,81,1,0,0,0,0,1,0,56,3,0
13,45,16,0,1,0,3,1,0,3,2,0
17,58,9,0,0,0,0,11,0,8,5,0
16,205,2,0,2,0,3,37,3,"1,125.00",5,1
17,50,46,0,1,0,3,1,0,12,4,0
17,157,12,0,5,0,3,44,1,490,5,0
17,0,0,0,0,0,0,0,0,0,31,0
17,80,15,0,0,0,0,1,0,190,1,0
15,78,4,0,0,0,0,14,0,21,0,1
17,163,11,0,0,0,0,39,5,574,0,0
16,43,8,0,0,0,0,1,0,0,112,0
16,12,25,0,0,0,0,4,0,1,4,0
15,117,18,1,1,3,3,15,1,111,0,0
17,0,0,0,0,0,0,0,0,0,31,0
8,60,10,0,0,0,0,1,0,9,19,0
14,132,31,0,0,0,0,26,1,0,0,0
16,135,12,0,0,0,0,5,1,0,7,0
17,104,48,0,2,0,3,20,1,320,2,0
15,115,35,0,0,0,0,12,0,22,31,0
12,120,5,1,1,3,3,9,0,0,3,0
17,140,35,0,0,0,0,9,2,110,8,0
17,31,25,0,0,0,0,0,0,18,31,1
12,68,68,0,0,0,0,14,3,3,31,1
15,113,2,0,0,0,0,30,2,0,1,0
14,191,66,8,7,2.8,2.8,112,3,"1,156.00",0,0
15,106,8,3,2,3,0,42,0,34,0,0
14,150,15,0,4,0,2.8,36,0,134,0,0
17,140,0,0,0,0,0,1,0,750,0,0
16,80,24,0,0,0,0,82,3,17,10,0
16,207,1,0,1,0,3,5,1,641,1,0
17,179,2,0,1,0,2,2,2,52,0,0
17,171,30,0,0,0,0,20,6,"1,926.00",0,0
16,170,11,0,3,0,3,14,0,"7,423.00",0,0
16,48,5,0,2,0,2.5,22,0,109,1,0
17,146,7,0,0,0,0,2,3,0,1,0
15,171,1,0,0,0,0,6,1,33,3,0
17,89,9,0,0,0,0,12,0,11,31,0
1,0,0,0,0,0,0,0,0,0,0,0
15,20,60,0,0,0,0,10,0,715,0,0
5,65,43,0,0,0,0,0,0,0,0,0
17,108,17,8,6,3,0,125,4,272,9,0
17,35,36,0,1,0,3,6,1,15,62,0
16,0,12,0,0,0,0,2,0,1,90,1
17,133,52,0,0,0,0,54,2,1,0,0
17,86,22,1,1,3,3,6,1,117,2,0
17,80,1,0,0,0,0,6,0,22,1,0
17,77,45,0,0,0,0,2,1,7,31,0
16,0,0,0,0,0,0,0,0,0,31,0
14,0,0,0,0,0,0,0,0,38,31,0
17,154,44,0,1,0,3,7,2,185,6,1
13,130,38,0,2,0,3,10,3,25,1,0
15,144,2,0,0,0,0,26,2,294,3,0
3,25,25,1,1,3,3,12,0,0,0,0
17,60,8,0,0,0,0,5,0,27,25,0
17,246,12,1,7,3,0,51,6,"2,112.00",0,0
17,213,11,6,4,3,0,58,6,77,0,0
16,110,10,2,2,2.5,2.5,6,0,95,0,0
15,188,12,0,0,0,0,14,7,141,3,0
35,169,26,1,1,3,3,46,1,193,0,0
32,111,10,1,1,3,3,17,0,26,1,0
25,155,31,3,1,3,0.3,86,5,90,4,0
32,73,11,0,0,0,0,6,0,9,18,0
32,18,1,0,0,0,0,2,0,15,7,1
31,110,15,0,0,0,0,11,0,562,0,0
21,141,13,0,0,0,0,4,2,236,3,0
32,150,0,0,0,0,0,45,0,"3,336.00",0,0
32,159,45,0,0,0,0,21,1,66,0,0
29,99,14,0,0,0,0,6,0,1,0,0
30,139,1,0,0,0,0,44,0,20,2,0
31,172,2,1,0,3,1,4,1,"1,229.00",0,0
30,65,0,0,0,0,0,0,0,0,31,1
32,46,9,0,0,0,0,22,0,123,10,0
31,95,23,0,0,0,0,0,0,3,31,1
29,116,1,0,0,0,0,5,2,32,2,0
30,89,9,0,0,0,0,17,0,490,0,0
32,215,15,0,0,0,0,65,1,"2,472.00",0,0
24,40,61,0,0,0,0,1,1,14,19,0
31,100,21,0,0,0,0,3,0,44,4,0
29,129,13,0,1,0,2,42,0,503,0,0
32,139,30,0,0,0,0,5,2,112,0,0
27,80,0,0,0,0,0,2,0,96,1,0
31,82,0,0,0,0,0,5,0,200,0,0
27,12,1,0,0,0,0,0,0,6,30,0
28,182,8,0,0,0,0,28,2,71,5,0
30,30,10,0,0,0,0,1,0,1,20,0
31,57,5,2,2,3,3,22,0,19,31,0
31,168,18,0,6,0,3,1,3,48,10,0
31,78,0,0,0,0,0,0,0,54,31,0
29,63,2,0,0,0,0,4,0,1,10,0
31,158,10,4,4,3,3,48,0,128,0,0
31,85,10,0,0,0,0,0,0,602,3,0
32,70,2,0,0,0,0,5,0,0,9,0
31,107,1,0,0,0,0,3,0,126,5,0
31,18,40,0,0,0,0,2,0,385,5,0
31,205,5,0,0,0,0,41,2,286,1,0
31,131,13,0,0,0,0,3,0,230,16,0
31,115,0,0,0,0,0,1,0,9,21,0
30,167,37,0,0,0,0,9,1,76,3,0
31,176,11,4,3,3,0,89,0,83,0,0
30,106,25,0,0,0,0,3,0,847,4,1
31,79,25,0,0,0,0,4,0,36,31,0
26,0,27,0,0,0,0,0,0,13,31,0
30,26,35,0,0,0,0,4,0,9,182,0
28,145,11,0,0,0,0,9,0,27,3,0
35,190,3,3,2,3,0,11,2,555,1,0
31,221,11,0,2,0,3.5,42,5,491,0,0
31,60,3,0,0,0,0,2,0,11,6,0
29,187,9,1,1,3,3,40,0,545,1,0
31,86,50,6,6,3,3,23,1,0,17,0
13,130,10,0,0,0,0,2,0,350,5,0
30,30,0,0,0,0,0,4,0,0,4,1
31,105,1,0,1,0,3,17,0,"1,382.00",4,1
31,55,26,0,0,0,0,5,1,0,2,0
31,124,2,0,0,0,0,0,0,11,31,0
27,73,2,0,0,0,0,1,0,7,2,0
30,57,71,0,4,0,3,23,1,509,4,0
29,200,5,0,0,0,0,104,1,705,0,0
29,178,5,0,0,0,0,38,2,123,0,0
31,92,2,0,0,0,0,4,0,8,3,0
31,75,10,1,1,3,3,4,0,0,30,0
31,115,46,0,1,0,3,17,0,11,0,0
31,40,40,0,0,0,0,6,0,0,30,0
31,34,0,0,0,0,0,0,0,8,31,0
31,62,11,0,0,0,0,1,0,8,15,0
31,163,12,2,1,2.5,0.5,18,11,"1,337.00",0,0
31,158,44,0,0,0,0,22,2,"1,048.00",5,0
31,97,14,3,3,3,3,18,0,27,3,0
31,139,14,0,0,0,0,8,1,9,3,0
31,129,41,1,0,3,0,59,1,28,1,0
31,17,0,0,0,0,0,2,0,4,154,0
20,126,36,3,0,3,0,1,2,36,1,0
31,176,0,0,4,0,3,39,1,"1,234.00",1,1
31,0,25,0,0,0,0,1,0,28,11,0
30,166,1,0,0,0,0,5,1,138,3,0
30,72,1,0,0,0,0,4,0,71,33,1
31,86,10,0,0,0,0,1,0,0,13,0
31,211,10,0,0,0,0,40,1,"3,700.00",0,0
31,124,13,2,2,3,3,4,3,27,3,0
29,73,37,0,0,0,0,23,0,2,0,0
13,70,10,0,0,0,0,2,0,8,33,0
30,22,1,0,0,0,0,3,0,0,15,0
31,150,9,0,0,0,0,11,1,211,3,0
29,187,16,0,2,0,3,37,2,336,1,0
30,205,10,0,1,0,3,116,4,122,0,0
29,110,2,0,0,0,0,7,0,1,3,1
29,195,12,1,1,3,3,65,3,774,4,0
31,26,0,0,0,0,0,4,0,18,13,0
31,0,0,0,0,0,0,0,0,3,31,0
6,0,35,0,0,0,0,16,0,1,7,1
30,48,0,0,0,0,0,0,0,66,31,0
31,220,20,4,4,3,3,50,5,314,0,0
31,93,29,0,0,0,0,5,2,233,13,0
28,133,8,0,0,0,0,17,0,18,16,0
30,85,12,0,0,0,0,9,3,0,19,0
1,0,0,0,0,0,0,0,0,0,0,0
31,109,6,0,0,0,0,13,0,116,0,0
28,104,48,1,1,3,3,10,1,83,2,0
31,60,25,0,0,0,0,1,0,4,17,0
18,100,5,0,0,0,0,0,0,2,0,0
29,97,31,0,0,0,0,7,2,44,3,0
31,97,18,0,0,0,0,8,0,100,64,0
31,82,42,0,1,0,3,9,1,31,4,0
31,131,36,0,0,0,0,3,1,169,0,0
28,142,40,0,2,0,3,82,2,238,2,0
18,214,5,1,1,3,0,33,5,410,0,0
30,34,24,0,0,0,0,4,0,7,30,1
28,205,17,0,0,0,0,143,2,7,0,0
30,121,1,0,0,0,0,1,0,240,1,0
28,7,40,0,0,0,0,0,0,30,31,0
30,105,10,3,0,3,0,26,1,"1,680.00",2,0
31,110,1,0,0,0,0,17,1,92,3,0
31,69,2,0,0,0,0,3,0,62,19,0
30,290,68,4,3,2.8,0.3,22,1,276,0,0
30,110,2,0,0,0,0,15,0,72,1,0
30,179,62,1,1,2,1,21,6,"6,143.00",0,0
30,161,5,0,0,0,0,8,0,"2,589.00",4,0
25,118,3,0,0,0,0,7,0,14,1,0
30,156,4,1,0,4,1,13,3,13,8,0
30,185,18,1,1,3,0,57,6,396,0,0
4,25,10,0,0,0,0,24,0,0,11,0
30,205,30,1,1,3,3,39,0,"2,386.00",0,0
30,194,6,0,0,0,0,45,8,363,0,0
24,89,29,0,0,0,0,17,2,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0
30,35,18,0,1,0,3,0,0,0,6,0
28,54,8,0,0,0,0,0,0,6,31,0
27,86,0,0,0,0,0,3,0,0,17,1
30,88,6,0,0,0,0,3,0,60,85,0
30,157,0,0,1,0,3,10,0,61,1,0
28,119,41,0,0,0,0,7,1,1,10,0
30,0,0,0,0,0,0,0,0,0,31,0
29,191,4,0,1,0,3,38,9,40,13,0
28,0,0,0,0,0,0,0,0,0,31,0
30,141,1,4,2,3,0,11,0,9,0,0
29,122,8,0,0,0,0,1,0,137,11,0
30,77,49,0,0,0,0,14,1,99,5,0
28,149,1,1,1,3,3,16,0,289,5,0
21,118,1,0,0,0,0,45,0,505,4,0
29,142,1,0,0,0,0,38,1,0,2,0
30,188,14,0,0,0,0,7,1,514,0,0
27,89,53,0,0,0,0,8,4,86,5,1
30,80,10,0,0,0,0,16,0,91,9,0
15,53,15,0,0,0,0,2,0,0,0,0
22,14,11,0,0,0,0,0,0,1,6,0
30,162,14,1,1,3,3,12,1,97,0,0
30,79,10,1,0,3,0,4,0,13,25,0
30,149,2,2,2,3,3,31,7,"1,789.00",3,0
30,89,2,0,1,0,2,22,0,67,3,0
29,118,3,0,0,0,0,34,2,80,5,0
15,132,0,1,0,3,0,23,0,27,3,0
30,0,113,0,0,0,0,23,0,69,7,0
30,176,13,0,0,0,0,40,13,768,0,0
30,234,3,1,2,3,0,2,2,"1,044.00",2,0
30,184,2,1,0,3,0,4,11,356,0,0
24,77,17,2,1,3,0,29,0,120,6,1
30,135,18,1,0,2,0,52,3,387,2,0
29,79,62,0,0,0,0,15,2,55,3,0
27,186,19,0,0,0,0,84,1,"1,922.00",1,0
29,24,8,0,0,0,0,0,0,0,31,0
30,92,1,0,0,0,0,10,1,64,2,0
29,128,0,0,1,0,3,1,0,3,7,0
28,40,25,0,0,0,0,4,0,1,31,0
29,145,34,0,1,0,2,9,2,48,0,0
30,116,12,0,0,0,0,27,0,70,5,0
30,145,36,0,0,0,0,3,1,308,7,0
28,97,1,0,0,0,0,2,0,12,2,0
24,0,0,0,0,0,0,0,0,38,31,1
23,128,33,0,0,0,0,11,1,38,2,0
30,51,33,0,0,0,0,4,0,7,30,0
29,112,39,0,0,0,0,7,2,58,4,0
28,199,7,0,1,0,3,17,3,503,0,0
28,69,7,1,1,4,1,42,0,68,0,1
12,59,10,0,0,0,0,5,0,54,13,0
29,76,15,0,0,0,0,5,0,764,2,0
29,157,26,0,0,0,0,124,1,5,1,0
30,80,0,0,0,0,0,0,0,40,31,0
10,130,15,2,2,3,0.3,35,0,0,0,1
28,212,14,0,1,0,3,3,4,"11,604.00",0,0
29,36,29,0,0,0,0,0,0,55,31,0
26,71,35,0,0,0,0,8,0,560,31,0
29,134,36,0,0,0,0,7,3,215,19,0
30,117,11,1,1,3,3,181,0,12,0,0
27,62,13,0,0,0,0,4,0,104,31,1
30,100,4,0,0,0,0,13,1,1,14,0
29,47,19,0,0,0,0,29,0,34,5,0
30,81,10,0,0,0,0,4,0,8,3,0
28,34,1,0,0,0,0,0,0,88,31,0
30,96,18,0,0,0,0,16,0,82,31,0
29,132,59,0,0,0,0,2,1,106,30,0
30,204,3,1,0,3,0,92,4,982,0,0
30,0,0,0,0,0,0,2,0,0,74,1
29,78,10,2,2,3,3,15,0,203,3,0
15,71,15,1,1,3,3,25,0,28,0,0
29,167,29,0,2,0,2.5,26,2,85,0,0
28,74,49,0,0,0,0,10,3,17,17,0
28,137,33,1,1,4,4,19,2,108,1,0
30,139,70,0,0,0,0,16,1,581,21,0
30,103,4,0,0,0,0,5,0,19,11,0
29,198,8,0,3,0,3,21,3,"1,467.00",0,0
28,111,8,0,0,0,0,12,0,295,1,0
25,204,10,2,1,2,1,52,5,139,0,0
26,90,15,0,0,0,0,7,0,"4,779.00",9,0
29,149,2,0,0,0,0,26,2,58,30,0
29,213,0,0,0,0,0,13,2,44,1,0
28,18,15,0,0,0,0,0,0,"4,634.00",31,0
30,136,1,1,1,3,3,12,0,470,3,0
28,129,20,0,0,0,0,13,1,176,11,0
29,100,13,0,0,0,0,1,1,52,55,0
29,184,10,0,0,0,0,26,1,187,0,0
28,79,51,0,0,0,0,4,2,15,30,0
29,153,7,0,1,0,3,59,1,18,4,0
29,107,32,1,1,3,0,15,0,4,0,0
29,100,42,1,0,3,0,19,0,134,85,0
28,148,2,0,0,0,0,3,2,10,3,0
28,81,19,0,0,0,0,6,0,12,1,0
29,144,2,1,1,3,3,17,1,240,0,0
29,100,47,0,0,0,0,20,2,29,0,0
29,10,1,0,0,0,0,1,0,0,4,0
29,173,11,0,0,0,0,3,1,145,4,0
20,224,4,4,4,2.5,2.5,184,0,"1,686.00",0,0
29,125,14,0,0,0,0,37,0,40,3,0
29,146,9,2,1,3,0,35,1,256,0,0
29,72,11,0,0,0,0,39,0,11,0,0
29,186,9,0,0,0,0,10,1,531,0,0
29,137,25,0,0,0,0,22,0,104,0,0
29,108,11,0,0,0,0,2,0,"2,662.00",4,0
29,0,0,0,0,0,0,0,0,39,31,0
29,68,24,0,0,0,0,0,1,"1,657.00",2,0
28,125,1,0,0,0,0,47,0,679,2,0
29,202,1,0,0,0,0,44,4,"1,699.00",0,0
29,47,27,0,1,0,3,4,1,3,2,0
29,90,65,0,0,0,0,1,1,54,1,0
28,151,71,0,0,0,0,8,1,11,30,0
29,231,11,3,2,3,0,23,0,15,0,0
29,125,2,0,0,0,0,4,0,264,0,0
29,149,26,0,0,0,0,1,0,625,3,0
23,91,62,0,0,0,0,0,1,606,6,0
29,185,25,0,0,0,0,34,1,140,3,0
29,55,10,0,0,0,0,10,0,0,3,0
29,136,14,0,0,0,0,19,0,158,1,0
26,81,1,0,0,0,0,2,0,133,9,0
29,0,0,0,0,0,0,0,0,0,31,0
29,174,12,0,5,0,2.8,45,2,73,0,0
29,80,12,1,0,3,0,11,0,20,0,0
27,151,8,1,1,3,3,42,1,7,5,0
29,126,20,0,0,0,0,17,0,49,4,0
29,109,1,0,0,0,0,2,0,290,12,0
29,22,52,0,0,0,0,10,0,171,32,0
29,42,22,0,0,0,0,48,0,2,0,0
29,0,12,0,0,0,0,2,0,0,18,0
29,88,6,0,0,0,0,4,0,0,25,0
29,215,10,1,1,3,3,65,0,"2,093.00",0,0
25,152,14,0,0,0,0,5,2,512,0,1
26,6,6,0,0,0,0,0,0,15,31,0
22,142,13,0,0,0,0,31,0,24,2,0
29,29,69,0,0,0,0,0,0,19,31,0
28,13,4,0,0,0,0,0,0,2,30,1
28,31,54,0,0,0,0,8,0,18,1,0
29,74,10,0,0,0,0,1,0,5,113,0
29,4,25,0,0,0,0,0,0,76,31,0
28,88,0,1,1,3,3,170,1,62,0,0
28,5,25,0,0,0,0,1,0,0,14,1
28,145,27,1,0,3,0,48,2,"1,671.00",0,0
21,5,5,0,0,0,0,2,0,1,30,1
14,125,0,1,1,3,3,15,0,380,19,0
29,101,27,0,0,0,0,4,1,24,4,0
29,74,46,0,0,0,0,3,1,443,6,0
28,160,8,0,0,0,0,69,1,163,0,0
28,55,8,0,0,0,0,4,0,0,3,0
29,182,3,0,0,0,0,69,1,316,1,0
29,39,0,0,0,0,0,1,0,0,11,0
29,67,1,0,0,0,0,11,0,25,19,0
28,65,1,0,0,0,0,0,0,4,31,0
27,28,5,0,0,0,0,3,0,270,4,0
