ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1,Group_14-67,Group_2-6,Group_6-14
485,7,0,137,28,2,2,3.0,3.0,31,0,12,-1,0,0,1
466,7,0,237,34,4,-1,3.0,0.0,56,2,233,0,0,0,1
208,7,0,141,22,2,1,3.0,0.0,70,0,72,-3,0,0,1
4491,8,0,131,-8,0,-5,0.0,-3.0,-64,0,0,0,0,0,1
4485,8,0,128,-4,0,0,0.0,0.0,13,0,-3,0,0,0,1
4315,8,0,219,-2,1,-1,0.0,-3.5,21,-1,163,-1,0,0,1
4311,8,0,112,-12,0,0,0.0,0.0,15,-7,-10,-1,0,0,1
4308,8,0,205,51,0,0,0.0,0.0,32,1,229,0,0,0,1
4306,8,0,106,-10,0,0,0.0,0.0,18,0,53,-1,0,0,1
4305,8,0,63,4,0,-1,0.0,-3.0,1,0,-998,-12,0,0,1
4301,8,0,38,-27,0,0,0.0,0.0,0,0,1,31,0,0,1
4300,8,0,101,-21,0,-1,0.0,-3.0,-4,0,-176,3,0,0,1
4298,8,0,12,-26,0,0,0.0,0.0,-1,0,-19,-11,0,0,1
4297,8,0,188,7,3,-3,2.3333333333333335,-0.5,-1,0,5,-2,0,0,1
4296,8,0,31,0,0,0,0.0,0.0,11,0,37,4,0,0,1
4294,8,0,0,0,0,0,0.0,0.0,0,0,1,31,0,0,1
4288,8,0,15,-45,0,0,0.0,0.0,11,-1,-4,19,0,0,1
4286,8,0,183,-19,1,0,3.0,0.0,95,-4,363,0,0,0,1
4285,8,0,135,37,0,0,0.0,0.0,58,0,-4,0,0,0,1
4284,8,0,156,-1,1,-1,3.0,0.0,6,-3,84,-2,0,0,1
4282,8,0,125,15,1,0,3.0,0.0,8,0,12,-1,0,0,1
4278,8,0,36,-56,0,0,0.0,0.0,-4,0,-7,-1,0,0,1
4273,8,1,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
4272,8,0,36,10,4,4,2.75,2.75,36,0,0,0,0,0,1
4261,8,0,3,-11,0,0,0.0,0.0,-1,0,0,1,0,0,1
4252,8,0,65,-16,0,-1,0.0,-3.0,-9,0,13,4,0,0,1
4250,8,0,102,14,0,0,0.0,0.0,0,0,-368,3,0,0,1
4249,8,0,190,15,3,1,3.0,0.0,243,3,-90,0,0,0,1
4247,8,0,94,-51,0,0,0.0,0.0,-12,-3,676,-5,0,0,1
4245,8,0,20,-72,0,0,0.0,0.0,-2,0,-192,17,0,0,1
4241,8,0,76,-31,0,0,0.0,0.0,30,-2,-45,0,0,0,1
4240,8,0,0,0,0,0,0.0,0.0,4,0,0,31,0,0,1
4239,8,1,160,22,1,1,3.0,3.0,14,3,-3045,3,0,0,1
4237,8,0,58,33,1,1,3.0,3.0,30,4,8,4,0,0,1
4236,8,0,130,11,0,0,0.0,0.0,8,1,1093,3,0,0,1
4231,8,0,40,-41,0,0,0.0,0.0,14,-3,-108,5,0,0,1
4230,8,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
4228,8,0,182,43,1,1,3.0,3.0,110,3,1104,0,0,0,1
4226,8,0,133,11,0,-4,0.0,-3.0,-18,-1,96,1,0,0,1
4221,8,0,0,-14,0,0,0.0,0.0,-10,0,8,-4,0,0,1
4220,8,0,135,13,5,2,3.0,0.0,126,2,-187,0,0,0,1
4216,8,0,107,34,0,0,0.0,0.0,16,3,-45,-34,0,0,1
4214,8,0,46,-38,0,0,0.0,0.0,-5,0,-48,-14,0,0,1
4213,8,0,156,114,3,3,3.0,3.0,63,2,0,3,0,0,1
4212,8,0,87,10,0,0,0.0,0.0,-6,-1,35,-2,0,0,1
4211,8,0,196,39,4,3,3.0,0.0,19,19,-2723,0,0,0,1
4209,8,0,96,46,1,1,3.0,3.0,136,1,17,0,0,0,1
4208,8,0,78,-21,1,-1,3.0,0.0,-45,0,14,4,0,0,1
4206,8,0,111,-24,0,0,0.0,0.0,-21,-3,53,0,0,0,1
4203,8,0,74,-17,1,1,3.0,3.0,-3,-2,-33,7,0,0,1
4200,8,0,137,-23,0,-1,0.0,-3.0,-16,3,568,-1,0,0,1
4199,8,0,104,7,0,0,0.0,0.0,-7,0,336,3,0,0,1
4198,8,0,101,-2,0,0,0.0,0.0,0,0,-63,5,0,0,1
4197,8,0,53,-71,1,1,3.0,3.0,4,-1,11,9,0,0,1
4196,8,0,56,0,0,0,0.0,0.0,11,0,-54,-2,0,0,1
4195,8,0,61,0,1,-1,3.0,0.0,9,0,16,0,0,0,1
4194,8,0,0,0,0,0,0.0,0.0,-1,0,0,-49,0,0,1
4193,8,0,103,3,0,0,0.0,0.0,149,0,48,0,0,0,1
4192,8,0,11,1,0,0,0.0,0.0,11,0,0,4,0,0,1
4191,8,0,47,-116,1,-3,3.0,0.0,-115,-2,14,-2,0,0,1
4190,8,0,164,-9,0,0,0.0,0.0,-57,1,-100,0,0,0,1
4188,8,0,179,-15,0,-3,0.0,-3.0,57,3,-225,0,0,0,1
4187,8,0,78,-1,0,0,0.0,0.0,17,0,-3,-4,0,0,1
4183,8,0,115,-23,1,-2,3.0,0.0,-87,0,-77,0,0,0,1
4182,8,0,119,-64,0,-2,0.0,-3.0,-19,-9,58,1,0,0,1
4181,8,0,151,77,0,0,0.0,0.0,12,2,20,4,0,0,1
4180,8,0,42,-11,0,0,0.0,0.0,-8,0,323,-2,0,0,1
4173,8,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
4163,8,0,92,42,3,2,2.6666666666666665,-0.3333333333333335,15,0,0,5,0,0,1
4157,8,1,37,2,1,1,3.0,3.0,6,0,0,-5,0,0,1
4151,8,0,217,67,10,8,3.0,1.0,165,0,381,0,0,0,1
4149,8,0,243,35,2,1,3.0,0.0,107,12,-1192,-1,0,0,1
4148,8,0,103,-27,0,-1,0.0,-3.0,4,-4,734,-1,0,0,1
4147,8,0,144,-11,1,1,3.0,3.0,1,0,228,0,0,0,1
4146,8,0,60,-27,0,0,0.0,0.0,7,0,-299,-2,0,0,1
4144,8,0,78,0,0,0,0.0,0.0,171,0,273,2,0,0,1
4143,8,0,79,-10,0,-1,0.0,-3.0,0,0,2,3,0,0,1
4142,8,0,150,0,0,0,0.0,0.0,-13,-1,61,0,0,0,1
4139,8,0,95,-9,0,-1,0.0,-3.0,26,0,-41,-2,0,0,1
4138,8,0,122,50,1,0,3.0,0.0,21,0,37,13,0,0,1
4136,8,0,0,-25,0,0,0.0,0.0,-13,0,6,6,0,0,1
4135,8,0,107,-17,0,0,0.0,0.0,4,-3,-177,-1,0,0,1
4133,8,0,19,-10,0,-1,0.0,-2.0,-13,0,37,1,0,0,1
4132,8,0,136,8,2,-2,3.0,0.0,34,0,-49,-2,0,0,1
4129,8,0,78,-1,0,0,0.0,0.0,10,-1,-51,0,0,0,1
4128,8,0,166,49,0,0,0.0,0.0,41,0,58,0,0,0,1
4127,8,0,0,-16,0,0,0.0,0.0,-3,0,0,11,0,0,1
4126,8,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
4119,8,0,188,-26,7,3,3.0,0.0,18,3,-5893,0,0,0,1
4117,8,0,117,-23,0,-3,0.0,-3.0,5,1,-229,-2,0,0,1
4115,8,0,97,-26,0,0,0.0,0.0,-14,-2,82,0,0,0,1
4114,8,0,211,0,1,0,3.0,0.0,7,0,284,0,0,0,1
4113,8,0,0,0,0,0,0.0,0.0,0,0,-2,31,0,0,1
4112,8,0,160,19,0,0,0.0,0.0,115,-1,-633,0,0,0,1
4111,8,0,0,0,0,0,0.0,0.0,0,0,-49,31,0,0,1
4109,8,0,169,35,3,2,3.0,0.0,182,0,8,3,0,0,1
4107,8,0,46,-11,0,0,0.0,0.0,3,0,-37,18,0,0,1
4105,8,0,132,-7,3,2,2.6666666666666665,0.6666666666666665,7,0,108,0,0,0,1
4104,8,0,144,-12,1,0,3.0,0.0,-8,-1,20,-6,0,0,1
4103,8,0,154,-1,3,3,2.6666666666666665,2.6666666666666665,62,2,-177,-3,0,0,1
4101,8,0,120,-10,3,3,3.0,3.0,69,-1,-202,3,0,0,1
4100,8,0,58,-20,0,0,0.0,0.0,-7,0,-24,-11,0,0,1
4099,8,0,70,-72,0,0,0.0,0.0,-14,-2,13,6,0,0,1
4098,8,0,31,0,1,1,3.0,3.0,-5,0,-5,-13,0,0,1
4096,8,0,78,-65,0,-1,0.0,-3.0,-22,-1,84,0,0,0,1
4094,8,0,0,0,0,0,0.0,0.0,2,0,0,31,0,0,1
4093,8,0,170,-10,1,-2,3.0,0.0,51,-1,-51,0,0,0,1
4091,8,0,149,10,4,-2,3.0,0.0,71,6,144,-1,0,0,1
4090,8,0,81,-31,0,0,0.0,0.0,-13,0,-51,-2,0,0,1
4089,8,0,107,-6,4,-2,3.0,0.0,31,-4,-8,0,0,0,1
4088,8,0,177,34,5,5,3.0,3.0,32,1,-83,0,0,0,1
4087,8,0,106,7,0,-2,0.0,-3.0,49,0,0,0,0,0,1
4085,8,0,138,8,2,2,3.0,3.0,42,2,2,3,0,0,1
4084,8,0,195,4,0,-1,0.0,-2.0,54,1,7,0,0,0,1
4083,8,0,11,-30,0,0,0.0,0.0,0,0,-41,25,0,0,1
4082,8,0,0,-9,0,0,0.0,0.0,-19,0,-7,4,0,0,1
4081,8,0,192,-16,9,6,3.0,0.0,96,1,-574,0,0,0,1
4080,8,0,162,1,0,-1,0.0,-3.0,20,-1,104,-1,0,0,1
4076,8,0,0,0,0,0,0.0,0.0,0,0,-1,31,0,0,1
4073,8,0,197,-35,1,0,3.0,0.0,201,-7,-252,1,0,0,1
4072,8,0,108,-56,0,-2,0.0,-3.0,-1,-2,-193,-21,0,0,1
4071,8,0,138,16,3,2,3.0,0.0,28,0,-482,-13,0,0,1
4070,8,0,203,-2,2,0,3.0,0.0,22,0,-245,0,0,0,1
4069,8,0,79,37,1,1,0.0,0.0,12,1,0,10,0,0,1
4068,8,0,224,-2,3,-7,3.0,0.0,-5,3,237,0,0,0,1
4067,8,0,169,-36,0,-1,0.0,-3.0,-14,-8,229,0,0,0,1
4066,8,0,111,-24,1,1,3.0,3.0,40,0,-24,0,0,0,1
4065,8,0,99,-28,0,0,0.0,0.0,-17,-2,31,-5,0,0,1
4064,8,0,114,-8,1,0,4.0,1.0,3,1,201,0,0,0,1
4063,8,0,179,-29,1,0,3.0,0.0,-20,-1,-25,3,0,0,1
4062,8,0,81,-43,0,-2,0.0,-3.0,1,-3,85,0,0,0,1
4061,8,0,49,-51,1,-2,3.0,0.0,-10,-1,5,5,0,0,1
4060,8,0,91,12,0,0,0.0,0.0,-1,0,-29,4,0,0,1
4059,8,0,180,9,2,1,3.0,0.0,68,-1,97,0,0,0,1
4057,8,0,167,27,2,-2,3.0,0.0,42,5,-4,0,0,0,1
4054,8,0,75,-37,2,1,3.0,0.0,1,-2,18,0,0,0,1
4053,8,0,144,10,1,-1,3.0,0.0,-38,0,334,-3,0,0,1
4052,8,0,0,-4,0,0,0.0,0.0,-4,0,0,-48,0,0,1
4051,8,0,158,-28,1,-1,3.0,0.0,-21,0,-895,0,0,0,1
4049,8,0,106,-48,0,-1,0.0,-3.0,-38,-8,-17,0,0,0,1
4046,8,0,82,-17,0,-1,0.0,-3.0,14,-1,21,-9,0,0,1
4045,8,0,201,-3,0,0,0.0,0.0,26,-3,-64,-1,0,0,1
4041,8,0,210,19,1,1,3.0,3.0,35,-1,126,0,0,0,1
4036,8,0,11,11,0,0,0.0,0.0,22,0,0,31,0,0,1
4035,8,0,171,12,0,0,0.0,0.0,2,-2,-94,0,0,0,1
4032,8,0,129,-4,0,-2,0.0,-3.0,-31,-5,-10,-5,0,0,1
4031,8,0,131,47,0,0,0.0,0.0,47,-1,14,-4,0,0,1
4027,8,0,0,0,0,0,0.0,0.0,0,0,-8,31,0,0,1
4025,8,0,41,-46,0,0,0.0,0.0,21,0,0,-77,0,0,1
4023,8,0,141,3,1,-1,4.0,1.5,8,2,-964,-1,0,0,1
4020,8,1,23,-12,0,0,0.0,0.0,-8,0,1,-28,0,0,1
4019,8,0,82,-12,0,0,0.0,0.0,23,3,39,-4,0,0,1
4018,8,0,124,-6,4,2,3.0,0.0,74,3,-137,0,0,0,1
4015,8,0,171,-8,0,-2,0.0,-3.0,-32,1,-10,0,0,0,1
4008,8,0,138,-3,0,0,0.0,0.0,10,2,-380,-2,0,0,1
4004,8,0,0,0,1,1,3.0,3.0,10,0,0,-32,0,0,1
4002,8,0,143,-3,0,0,0.0,0.0,51,1,55,0,0,0,1
4000,8,0,79,-11,0,0,0.0,0.0,-4,0,24,0,0,0,1
3998,8,0,133,64,0,0,0.0,0.0,28,0,0,-1,0,0,1
3992,8,0,103,11,0,0,0.0,0.0,61,2,440,0,0,0,1
3987,8,0,79,17,0,0,0.0,0.0,42,1,967,8,0,0,1
3985,8,0,160,5,1,0,3.0,0.0,-11,0,189,-1,0,0,1
3979,8,0,76,15,0,-1,0.0,-3.0,42,-1,-204,5,0,0,1
3974,8,0,123,1,0,-1,0.0,-3.0,49,1,-219,0,0,0,1
3973,8,0,203,-21,5,-12,3.0,0.0588235294117645,32,-1,3289,0,0,0,1
3968,8,0,135,0,0,0,0.0,0.0,-5,-1,57,-1,0,0,1
3962,8,0,80,-30,0,0,0.0,0.0,-16,0,192,11,0,0,1
3961,8,0,0,-11,0,0,0.0,0.0,-13,0,0,4,0,0,1
3960,8,0,141,-6,0,-2,0.0,-3.0,2,-1,330,17,0,0,1
3946,8,0,138,-5,0,-3,0.0,-3.0,14,0,1227,0,0,0,1
3945,8,0,149,48,0,0,0.0,0.0,10,-2,89,-1,0,0,1
3940,8,0,169,26,3,1,3.0,0.0,25,1,-26,0,0,0,1
3937,8,0,105,-13,1,-3,3.0,0.0,-4,0,-261,0,0,0,1
3932,8,0,136,1,1,1,3.0,3.0,-4,0,144,3,0,0,1
3926,8,0,114,37,0,0,0.0,0.0,3,3,29,0,0,0,1
3923,8,0,81,22,0,-1,0.0,0.0,-13,0,7,0,0,0,1
3916,8,0,188,20,0,-1,0.0,-3.0,19,-2,-107,0,0,0,1
3913,8,0,152,66,1,0,3.0,0.0,20,3,0,-1,0,0,1
3911,8,0,109,1,0,0,0.0,0.0,9,2,-451,7,0,0,1
3905,8,0,21,-47,0,0,0.0,0.0,-12,-1,0,-3,0,0,1
3903,8,0,145,0,2,2,3.0,3.0,169,0,-72,0,0,0,1
3896,8,0,129,13,0,-1,0.0,-3.0,131,1,40,0,0,0,1
3895,8,0,41,6,0,0,0.0,0.0,-4,0,12,2,0,0,1
3894,8,0,78,-10,0,0,0.0,0.0,-5,0,-62,-3,0,0,1
3886,8,1,93,10,0,0,0.0,0.0,45,0,-272,0,0,0,1
3879,8,0,124,4,0,0,0.0,0.0,66,0,-161,0,0,0,1
3878,8,0,123,-54,1,-4,3.0,0.0,6,-2,-512,17,0,0,1
3876,8,1,107,-10,0,0,0.0,0.0,-28,0,102,0,0,0,1
3875,8,0,173,-3,4,2,3.0,1.0,30,-3,67,0,0,0,1
3874,8,0,189,18,1,1,3.0,3.0,47,0,-717,0,0,0,1
3869,8,0,104,24,0,0,0.0,0.0,59,3,32,5,0,0,1
3867,8,0,168,9,5,3,3.0,0.0,-6,-4,43,0,0,0,1
3862,8,0,31,-15,1,-1,3.0,0.0,-20,0,2,-24,0,0,1
3859,8,0,177,13,4,3,2.3333333333333335,-0.6666666666666665,32,-1,-57,0,0,0,1
3854,8,0,21,1,0,0,0.0,0.0,-2,0,0,-3,0,0,1
3851,8,0,166,4,0,0,0.0,0.0,13,-2,169,0,0,0,1
3848,8,0,196,13,10,8,3.0,0.5,211,-1,26,0,0,0,1
3826,8,0,18,-41,0,0,0.0,0.0,-4,0,10,-23,0,0,1
3825,8,0,86,-1,0,0,0.0,0.0,-2,0,-56,-5,0,0,1
3821,8,0,167,5,0,-2,0.0,-3.0,119,12,195,0,0,0,1
3820,8,0,141,-36,0,-1,0.0,-3.0,89,9,108,0,0,0,1
3811,8,1,40,-100,0,-1,0.0,-2.0,-16,0,4399,6,0,0,1
3810,8,0,72,0,0,-1,0.0,-3.0,4,0,-4,0,0,0,1
3806,8,1,109,10,0,0,0.0,0.0,3,0,150,6,0,0,1
3802,8,0,67,-1,0,0,0.0,0.0,5,0,57,10,0,0,1
3789,8,0,234,2,0,0,0.0,0.0,-15,6,-937,0,0,0,1
3788,8,0,107,43,3,3,3.0,3.0,167,0,0,0,0,0,1
3781,8,0,64,-12,1,1,3.0,3.0,-11,0,161,-3,0,0,1
3775,8,0,21,-3,0,0,0.0,0.0,20,0,0,10,0,0,1
3723,8,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
3722,8,0,126,-8,1,-5,2.0,-0.8333333333333335,-45,3,268,0,0,0,1
3661,8,0,174,-7,0,-2,0.0,-3.0,21,-2,783,0,0,0,1
3660,8,0,98,52,1,1,3.0,3.0,4,2,32,3,0,0,1
3657,8,0,89,-69,2,2,3.0,3.0,37,-1,5,-3,0,0,1
3654,8,0,178,-17,0,-3,0.0,-3.0,54,10,156,-5,0,0,1
3626,8,1,96,7,0,0,0.0,0.0,-8,0,124,-8,0,0,1
3613,8,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
3537,8,0,159,-28,1,1,3.0,3.0,23,2,109,0,0,0,1
3529,8,0,95,-5,0,-1,0.0,-3.0,-12,0,-10,-2,0,0,1
3524,8,0,21,-3,1,-1,3.0,0.0,33,0,-324,0,0,0,1
3513,8,0,22,0,1,1,3.0,3.0,-11,0,-1,4,0,0,1
3462,8,0,197,0,2,-1,2.5,-0.8333333333333335,30,0,-1654,0,0,0,1
3455,8,0,2,0,0,0,0.0,0.0,0,0,0,-4,0,0,1
3365,8,0,195,-14,0,-8,0.0,-3.0,67,-1,-58,0,0,0,1
3332,8,0,56,-5,1,1,3.0,3.0,-22,0,0,3,0,0,1
3308,8,0,31,-55,0,0,0.0,0.0,4,0,-190,0,0,0,1
3239,8,0,76,10,0,0,0.0,0.0,12,0,-73,7,0,0,1
3229,8,0,10,-36,0,0,0.0,0.0,-7,0,202,15,0,0,1
3218,8,0,92,-18,0,0,0.0,0.0,10,0,78,-5,0,0,1
3171,8,0,195,29,2,2,3.0,3.0,76,-5,-239,12,0,0,1
3016,8,0,133,3,0,-2,0.0,-3.0,68,3,57,1,0,0,1
2883,8,0,193,5,1,-3,3.0,0.0,37,2,14,0,0,0,1
1775,8,0,60,10,0,0,0.0,0.0,1,0,-9,-19,0,0,1
1699,8,0,166,-2,6,2,2.8333333333333335,-0.5,-3,0,-254,-1,0,0,1
1580,8,0,67,0,1,1,3.0,3.0,11,0,-12,-3,0,0,1
939,8,0,160,39,9,9,2.875,2.875,67,0,-2,-6,0,0,1
574,8,1,135,-2,1,1,2.0,2.0,82,-3,-248,0,0,0,1
569,8,0,109,-17,2,-1,3.0,0.0,-30,0,99,5,0,0,1
545,8,0,121,-4,0,0,0.0,0.0,21,0,28,-1,0,0,1
544,8,0,196,-8,0,-1,0.0,-3.0,2,-2,96,1,0,0,1
406,8,0,119,8,0,0,0.0,0.0,19,0,-1025,-3,0,0,1
302,8,0,16,-2,0,0,0.0,0.0,4,0,5,-32,0,0,1
235,8,0,129,-9,0,-1,0.0,-3.0,61,0,182,-2,0,0,1
4501,9,0,52,47,0,0,0.0,0.0,5,0,0,25,0,0,1
4496,9,0,39,24,1,1,2.0,2.0,-2,0,0,1,0,0,1
4486,9,0,87,12,1,0,3.0,-1.0,17,0,0,-9,0,0,1
4480,9,0,52,2,2,-1,3.0,0.3333333333333335,-1,0,0,-4,0,0,1
4479,9,0,0,0,0,0,0.0,0.0,2,0,0,31,0,0,1
4475,9,0,14,-58,0,-5,0.0,-3.0,-20,0,0,-2,0,0,1
4172,9,0,107,57,1,1,3.0,3.0,89,0,0,0,0,0,1
4165,9,0,24,4,0,0,0.0,0.0,2,0,0,-1,0,0,1
4164,9,0,143,38,1,0,2.0,-1.0,73,0,0,2,0,0,1
4156,9,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
4137,9,1,150,-5,0,0,0.0,0.0,21,-8,0,0,0,0,1
4042,9,0,70,-32,0,0,0.0,0.0,-12,0,-12,-2,0,0,1
4040,9,0,194,9,0,0,0.0,0.0,31,-2,1600,0,0,0,1
4039,9,0,116,3,0,0,0.0,0.0,2,0,-15,-2,0,0,1
4038,9,0,32,3,0,0,0.0,0.0,-17,0,5,2,0,0,1
4037,9,0,168,-11,0,0,0.0,0.0,36,-3,-52,0,0,0,1
4034,9,0,20,0,0,0,0.0,0.0,1,0,131,6,0,0,1
4033,9,0,87,14,5,4,3.0,0.0,44,19,131,0,0,0,1
4029,9,0,73,46,0,0,0.0,0.0,9,1,8,24,0,0,1
4028,9,0,137,-5,0,0,0.0,0.0,37,0,-466,0,0,0,1
4026,9,0,37,0,0,0,0.0,0.0,0,0,15,4,0,0,1
4024,9,0,95,0,0,0,0.0,0.0,3,0,-189,4,0,0,1
4017,9,0,78,-1,0,0,0.0,0.0,6,0,-38,4,0,0,1
4013,9,0,123,23,0,-1,0.0,-3.0,42,-1,-47,-7,0,0,1
4012,9,0,82,14,4,1,3.0,0.0,-36,0,-29,-101,0,0,1
4009,9,0,148,11,2,1,3.0,0.0,37,1,24,0,0,0,1
4007,9,0,113,39,0,0,0.0,0.0,1,4,23,-16,0,0,1
4005,9,0,144,-17,0,0,0.0,0.0,-23,-6,-255,0,0,0,1
4003,9,0,16,-15,0,0,0.0,0.0,0,0,-350,-15,0,0,1
3997,9,0,0,-48,0,0,0.0,0.0,-1,0,1446,12,0,0,1
3996,9,0,141,-25,2,1,3.0,0.0,96,-2,0,0,0,0,1
3995,9,0,108,13,0,-1,0.0,-3.0,-4,0,-3,0,0,0,1
3991,9,0,106,15,1,-1,3.0,0.0,-36,0,1595,1,0,0,1
3990,9,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
3989,9,0,60,-11,0,0,0.0,0.0,-11,0,-48,-1,0,0,1
3988,9,0,218,0,3,-5,3.0,0.0,-75,-8,766,0,0,0,1
3984,9,1,173,62,0,0,0.0,0.0,35,-3,-134,0,0,0,1
3982,9,0,106,21,5,5,3.2,3.2,40,7,-19,-1,0,0,1
3981,9,0,40,-37,0,0,0.0,0.0,0,-2,0,-13,0,0,1
3980,9,0,134,-11,1,-1,3.0,0.0,-25,0,-111,0,0,0,1
3978,9,1,0,-25,0,0,0.0,0.0,-6,0,13,-7,0,0,1
3977,9,0,127,47,0,0,0.0,0.0,57,2,-40,0,0,0,1
3976,9,0,72,-41,0,0,0.0,0.0,-15,-1,-122,7,0,0,1
3975,9,0,121,-28,0,-1,0.0,-3.0,-16,-2,1298,-1,0,0,1
3970,9,0,105,90,0,0,0.0,0.0,30,4,-2,0,0,0,1
3966,9,0,148,-10,0,0,0.0,0.0,-13,2,-33,6,0,0,1
3964,9,0,32,15,3,1,3.0,0.0,8,0,-82,-4,0,0,1
3963,9,0,24,24,0,0,0.0,0.0,0,0,84,31,0,0,1
3957,9,0,37,-15,0,0,0.0,0.0,-8,0,0,3,0,0,1
3955,9,0,85,-69,0,0,0.0,0.0,0,-5,-3,3,0,0,1
3954,9,0,61,20,0,0,0.0,0.0,3,0,-230,10,0,0,1
3952,9,0,67,-2,0,-2,0.0,-2.5,-35,-7,1,0,0,0,1
3950,9,0,102,-46,1,-7,3.0,-0.125,-43,-1,66,-2,0,0,1
3947,9,0,98,25,0,-1,0.0,-3.0,-3,1,123,-4,0,0,1
3944,9,0,147,-9,8,-3,3.0,0.0,95,2,849,0,0,0,1
3943,9,0,207,38,5,-7,3.2,0.20000000000000018,19,0,-6,4,0,0,1
3939,9,0,202,12,10,4,3.0,0.0,47,-2,-253,-1,0,0,1
3938,9,0,168,-7,0,-3,0.0,-3.0,6,-3,8,0,0,0,1
3935,9,0,108,4,1,1,3.0,3.0,23,0,13,0,0,0,1
3934,9,0,130,4,1,1,3.0,3.0,31,0,78,1,0,0,1
3933,9,0,190,4,6,1,3.0,0.0,334,0,95,0,0,0,1
3931,9,0,138,-51,4,4,3.0,3.0,40,0,9,0,0,0,1
3930,9,0,110,27,2,2,0.0,0.0,53,2,2,0,0,0,1
3929,9,0,81,-40,0,0,0.0,0.0,-18,1,-38,3,0,0,1
3928,9,0,0,-51,0,-2,0.0,-3.0,-10,-1,4,-16,0,0,1
3927,9,0,102,-23,0,0,0.0,0.0,7,3,9,3,0,0,1
3924,9,0,118,12,1,1,3.0,3.0,-5,0,1,0,0,0,1
3922,9,0,70,-3,1,1,3.0,3.0,4,0,-40,0,0,0,1
3920,9,0,105,25,0,0,0.0,0.0,21,0,-121,17,0,0,1
3919,9,0,119,0,0,-1,0.0,-3.0,4,0,-8,-7,0,0,1
3915,9,0,216,1,0,-6,0.0,-3.0,13,2,-33,0,0,0,1
3914,9,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
3912,9,0,189,30,3,1,3.0,0.0,39,-1,-1032,1,0,0,1
3910,9,0,132,33,0,0,0.0,0.0,15,1,-4,-2,0,0,1
3909,9,0,163,-1,0,-1,0.0,-3.0,13,-1,48,3,0,0,1
3908,9,0,196,-12,0,0,0.0,0.0,6,-20,886,-1,0,0,1
3906,9,0,40,-10,0,0,0.0,0.0,-3,0,-371,5,0,0,1
3904,9,0,156,-11,0,0,0.0,0.0,63,-1,73,0,0,0,1
3900,9,0,87,-13,0,-1,0.0,-3.0,-68,0,290,0,0,0,1
3899,9,0,153,36,0,-2,0.0,-3.0,32,1,286,10,0,0,1
3897,9,0,157,14,0,0,0.0,0.0,34,-1,-853,0,0,0,1
3893,9,0,116,-7,0,0,0.0,0.0,-3,-7,-293,0,0,0,1
3892,9,0,182,-32,1,1,3.0,3.0,44,1,304,0,0,0,1
3890,9,0,61,-7,0,0,0.0,0.0,-2,0,7,-1,0,0,1
3888,9,0,132,109,0,0,0.0,0.0,67,1,-126,-3,0,0,1
3887,9,0,77,-18,1,1,3.0,3.0,0,0,266,-1,0,0,1
3884,9,0,88,0,0,0,0.0,0.0,-3,0,-24,17,0,0,1
3882,9,0,129,-2,3,-1,3.0,0.0,31,-2,-547,1,0,0,1
3880,9,0,180,11,3,2,2.6666666666666665,-0.3333333333333335,-38,1,1290,0,0,0,1
3877,9,0,164,-3,0,0,0.0,0.0,8,1,-24,0,0,0,1
3873,9,0,185,-2,0,-1,0.0,-3.0,-71,0,190,0,0,0,1
3870,9,0,109,59,4,4,3.0,3.0,32,1,46,2,0,0,1
3866,9,0,143,8,1,0,2.0,0.0,67,0,707,4,0,0,1
3865,9,0,64,-37,0,0,0.0,0.0,-3,-1,-64,-7,0,0,1
3864,9,0,0,0,0,0,0.0,0.0,0,0,0,31,0,0,1
3860,9,0,60,-32,1,0,0.0,-3.0,6,-2,-26,10,0,0,1
3858,9,0,121,61,0,0,0.0,0.0,22,3,3,31,0,0,1
3857,9,0,130,-5,0,-1,0.0,-3.0,-13,0,230,1,0,0,1
3856,9,0,120,-38,0,0,0.0,0.0,33,-2,482,-2,0,0,1
3852,9,0,210,9,0,-1,0.0,-1.0,7,8,-589,0,0,0,1
3850,9,0,192,-6,0,0,0.0,0.0,-16,-1,-28,-3,0,0,1
3847,9,0,131,33,0,0,0.0,0.0,3,2,38,-1,0,0,1
3846,9,0,0,0,0,0,0.0,0.0,0,0,5,31,0,0,1
3844,9,0,135,-5,0,-1,0.0,-3.0,-22,0,528,-2,0,0,1
3843,9,0,15,-10,0,0,0.0,0.0,-3,0,-5,1,0,0,1
3839,9,0,194,14,0,0,0.0,0.0,71,8,-302,0,0,0,1
3838,9,0,80,15,0,-1,0.0,-3.0,0,0,41,4,0,0,1
